modelo_1,modelo_2,U,p_mw,rank_biserial,delta_mediana,delta_lo,delta_hi,ratio_mediana,ratio_lo,ratio_hi
$N_C = N_P$,"$N_C = 0.5\,N_P$",0.0,2.5617107242843606e-34,1.0,-0.5297354054025938,-0.5465645673481301,-0.5146994377135262,0.4076706383944547,0.39732478530054954,0.41483096682488696
