modelo,label,n,b,p_b,R2,RSS_full,RSS_dummy,dAIC,dBIC
$N_C = N_P$,$N_C = N_P$,5,-2.305093633986378,0.0032176265802721545,0.961706810894745,2.115709262264352,55.25027587670961,-14.312416143795957,-14.702978231361856
"$N_C = 0.5\,N_P$","$N_C = 0.5\,N_P$",11,-0.9976443625717064,1.744481388399421e-08,0.9745666250169597,2.8571737455434674,112.33954390436516,-38.388622909338096,-37.99072763653973
