run,steps,seed
12,1,555107106
13,1,555107107
5,3,555107099
10,3,555107104
8,3,555107102
2,3,555107096
4,3,555107098
9,4,555107103
1,4,555107095
11,4,555107105
7,5,555107101
21,1,555107115
15,2,555107109
14,3,555107108
6,6,555107100
20,2,555107114
23,1,555107117
25,2,555107119
28,1,555107122
17,4,555107111
3,7,555107097
31,1,555107125
22,5,555107116
16,6,555107110
34,1,555107128
33,3,555107127
26,5,555107120
19,7,555107113
32,4,555107126
29,5,555107123
36,2,555107130
40,1,555107134
35,3,555107129
18,8,555107112
24,7,555107118
41,1,555107135
37,3,555107131
38,3,555107132
48,1,555107142
45,2,555107139
42,3,555107136
39,4,555107133
46,3,555107140
44,3,555107138
52,1,555107146
47,4,555107141
57,1,555107151
51,3,555107145
55,2,555107149
54,2,555107148
53,3,555107147
43,6,555107137
30,10,555107124
58,1,555107152
56,2,555107150
59,1,555107153
60,1,555107154
61,1,555107155
50,6,555107144
63,2,555107157
70,1,555107164
62,3,555107156
27,15,555107121
49,8,555107143
67,4,555107161
68,4,555107162
64,5,555107158
65,5,555107159
71,3,555107165
78,1,555107172
80,1,555107174
77,2,555107171
75,4,555107169
79,2,555107173
69,7,555107163
84,1,555107178
85,1,555107179
81,3,555107175
66,9,555107160
73,7,555107167
83,4,555107177
74,7,555107168
76,6,555107170
72,10,555107166
86,4,555107180
90,3,555107184
95,2,555107189
93,2,555107187
88,5,555107182
91,4,555107185
92,5,555107186
102,2,555107196
100,3,555107194
101,4,555107195
82,10,555107176
98,6,555107192
104,2,555107198
105,2,555107199
106,1,555107200
103,5,555107197
108,2,555107202
87,12,555107181
107,4,555107201
110,3,555107204
96,10,555107190
109,4,555107203
116,2,555107210
99,10,555107193
89,13,555107183
111,5,555107205
112,4,555107206
113,5,555107207
121,1,555107215
115,4,555107209
126,1,555107220
123,2,555107217
122,2,555107216
128,1,555107222
119,4,555107213
125,3,555107219
129,2,555107223
127,3,555107221
118,8,555107212
132,2,555107226
124,5,555107218
131,5,555107225
134,3,555107228
136,2,555107230
140,3,555107234
137,5,555107231
133,7,555107227
139,3,555107233
130,9,555107224
135,7,555107229
143,1,555107237
144,1,555107238
138,6,555107232
147,1,555107241
94,23,555107188
146,3,555107240
141,4,555107235
151,1,555107245
150,2,555107244
145,5,555107239
153,1,555107247
154,1,555107248
148,5,555107242
114,20,555107208
152,4,555107246
160,1,555107254
149,7,555107243
157,4,555107251
159,4,555107253
155,6,555107249
163,1,555107257
97,37,555107191
142,10,555107236
117,25,555107211
158,6,555107252
165,1,555107259
161,4,555107255
169,1,555107263
164,3,555107258
170,1,555107264
162,4,555107256
168,3,555107262
174,2,555107268
166,4,555107260
176,2,555107270
177,2,555107271
175,3,555107269
181,1,555107275
180,2,555107274
172,5,555107266
171,5,555107265
185,1,555107279
179,4,555107273
178,5,555107272
187,2,555107281
184,3,555107278
167,9,555107261
190,1,555107284
189,2,555107283
186,4,555107280
182,6,555107276
194,2,555107288
173,10,555107267
193,3,555107287
188,5,555107282
197,2,555107291
183,7,555107277
199,1,555107293
201,1,555107295
196,4,555107290
195,4,555107289
191,6,555107285
207,1,555107301
208,1,555107302
205,2,555107299
200,4,555107294
204,3,555107298
209,1,555107303
211,1,555107305
206,3,555107300
198,6,555107292
215,1,555107309
120,40,555107214
210,3,555107304
202,6,555107296
217,2,555107311
216,3,555107310
219,1,555107313
214,4,555107308
222,1,555107316
156,22,555107250
213,5,555107307
224,3,555107318
218,5,555107312
226,3,555107320
228,2,555107322
227,3,555107321
192,17,555107286
203,12,555107297
230,3,555107324
233,2,555107327
229,4,555107323
220,8,555107314
223,8,555107317
225,7,555107319
235,2,555107329
240,1,555107334
242,1,555107336
221,10,555107315
232,5,555107326
236,3,555107330
246,1,555107340
238,4,555107332
231,7,555107325
245,2,555107339
247,2,555107341
212,16,555107306
237,5,555107331
249,1,555107343
248,3,555107342
250,2,555107344
254,2,555107348
244,5,555107338
258,1,555107352
256,3,555107350
243,8,555107337
239,9,555107333
261,1,555107355
263,1,555107357
251,7,555107345
252,7,555107346
262,2,555107356
264,1,555107358
265,1,555107359
260,5,555107354
270,1,555107364
266,3,555107360
269,3,555107363
267,4,555107361
273,1,555107367
234,18,555107328
255,11,555107349
272,4,555107366
271,5,555107365
268,7,555107362
277,2,555107371
280,1,555107374
275,6,555107369
