scenario,phi,num_obs,beta_run
Nc=Np,0.0,0,0.7504522553992421
Nc=Np,0.0,0,0.7976534165413377
Nc=Np,0.0,0,0.740998663955974
Nc=Np,0.0,0,0.8035064887614135
Nc=Np,0.0,0,0.8069654775367291
Nc=Np,0.0,0,0.7797210559400759
Nc=Np,0.0,0,0.758232518675849
Nc=Np,0.0,0,0.7884051903177006
Nc=Np,0.0,0,0.7517179554198081
Nc=Np,0.0,0,0.7841938213231977
Nc=Np,0.0,0,0.778628177817776
Nc=Np,0.0,0,0.7860549747959952
Nc=Np,0.0,0,0.7566217933648135
Nc=Np,0.0,0,0.7507764149922225
Nc=Np,0.0,0,0.7821700487121382
Nc=Np,0.0,0,0.770284920299757
Nc=Np,0.0,0,0.8001339376455595
Nc=Np,0.0,0,0.7541759446438645
Nc=Np,0.0,0,0.7770992345207818
Nc=Np,0.0,0,0.7491325272040541
Nc=Np,0.0,0,0.7733003884981448
Nc=Np,0.0,0,0.7765264688152369
Nc=Np,0.0,0,0.7892993080412777
Nc=Np,0.0,0,0.7574769616178569
Nc=Np,0.0,0,0.7570060128895129
Nc=Np,0.0,0,0.7779402865012248
Nc=Np,0.0,0,0.8001014305280717
Nc=Np,0.0,0,0.7596827251115003
Nc=Np,0.0,0,0.757651084143995
Nc=Np,0.0,0,0.7634895866561547
Nc=Np,0.0,0,0.763577208485344
Nc=Np,0.0,0,0.7760719717450213
Nc=Np,0.0,0,0.7796208691615287
Nc=Np,0.0,0,0.8108368037805963
Nc=Np,0.0,0,0.760995362024684
Nc=Np,0.0,0,0.7766736651754935
Nc=Np,0.0,0,0.7739269720382862
Nc=Np,0.0,0,0.8143565263843401
Nc=Np,0.0,0,0.7800585529879647
Nc=Np,0.0,0,0.7946482633973523
Nc=Np,0.0,0,0.8174718829814804
Nc=Np,0.0,0,0.7693060624059692
Nc=Np,0.0,0,0.7372626567681756
Nc=Np,0.0,0,0.7866911617113828
Nc=Np,0.0,0,0.7937752346753131
Nc=Np,0.0,0,0.746315995833919
Nc=Np,0.0,0,0.7746098559881581
Nc=Np,0.0,0,0.7580997720681566
Nc=Np,0.0,0,0.7757306333006497
Nc=Np,0.0,0,0.8139360884003639
Nc=Np,0.0,0,0.792135376447448
Nc=Np,0.0,0,0.7500439413399782
Nc=Np,0.0,0,0.8268905757894526
Nc=Np,0.0,0,0.7790650484566964
Nc=Np,0.0,0,0.7543427269822899
Nc=Np,0.0,0,0.7674046254678448
Nc=Np,0.0,0,0.7960670102627405
Nc=Np,0.0,0,0.7513614206217017
Nc=Np,0.0,0,0.7765856317351302
Nc=Np,0.0,0,0.7414717710739144
Nc=Np,0.0,0,0.7662598788206828
Nc=Np,0.0,0,0.7718015611669535
Nc=Np,0.0,0,0.7754006832094243
Nc=Np,0.0,0,0.7733537774214
Nc=Np,0.0,0,0.7471978532916235
Nc=Np,0.0,0,0.7715651756849715
Nc=Np,0.0,0,0.8014544576210056
Nc=Np,0.0,0,0.7747458162633857
Nc=Np,0.0,0,0.809337981330526
Nc=Np,0.0,0,0.7841989839436749
Nc=Np,0.0,0,0.8008369708264328
Nc=Np,0.0,0,0.7811328290849712
Nc=Np,0.0,0,0.7925033441029609
Nc=Np,0.0,0,0.748502504798784
Nc=Np,0.0,0,0.7735815988669897
Nc=Np,0.0,0,0.7738941368870783
Nc=Np,0.0,0,0.7465367158414067
Nc=Np,0.0,0,0.7532363976430353
Nc=Np,0.0,0,0.7842108447687115
Nc=Np,0.0,0,0.7389458162102187
Nc=Np,0.0,0,0.7560246788833432
Nc=Np,0.0,0,0.7627541091963733
Nc=Np,0.0,0,0.7494674454644881
Nc=Np,0.0,0,0.7961282472058171
Nc=Np,0.0,0,0.7671051409136292
Nc=Np,0.0,0,0.7888484714517977
Nc=Np,0.0,0,0.7717242150434658
Nc=Np,0.0,0,0.7579012392829316
Nc=Np,0.0,0,0.7640454884890926
Nc=Np,0.0,0,0.7884306067895969
Nc=Np,0.0,0,0.7855827782400839
Nc=Np,0.0,0,0.7848508205103734
Nc=Np,0.0,0,0.7972126735496561
Nc=Np,0.0,0,0.7714339166474953
Nc=Np,0.0,0,0.738172258755354
Nc=Np,0.0,0,0.7689201809450201
Nc=Np,0.0,0,0.741486489774058
Nc=Np,0.0,0,0.7537960418502703
Nc=Np,0.0,0,0.7667565822830954
Nc=Np,0.0,0,0.7858691664116085
Nc=Np,0.0999755859375,1638,0.7333770929811754
Nc=Np,0.0999755859375,1638,0.7220029542150574
Nc=Np,0.0999755859375,1638,0.7338759591258467
Nc=Np,0.0999755859375,1638,0.7473519706372229
Nc=Np,0.0999755859375,1638,0.7815767671392716
Nc=Np,0.0999755859375,1638,0.7648550248221642
Nc=Np,0.0999755859375,1638,0.78728063325724
Nc=Np,0.0999755859375,1638,0.7279199810344763
Nc=Np,0.0999755859375,1638,0.7462381386252
Nc=Np,0.0999755859375,1638,0.722789178517025
Nc=Np,0.0999755859375,1638,0.7385981117544224
Nc=Np,0.0999755859375,1638,0.7667142013014284
Nc=Np,0.0999755859375,1638,0.7182453936551909
Nc=Np,0.0999755859375,1638,0.7416120073124078
Nc=Np,0.0999755859375,1638,0.742862979011112
Nc=Np,0.0999755859375,1638,0.7264243229488813
Nc=Np,0.0999755859375,1638,0.7483421882045131
Nc=Np,0.0999755859375,1638,0.7427361138814362
Nc=Np,0.0999755859375,1638,0.7799759260399017
Nc=Np,0.0999755859375,1638,0.7431551196679428
Nc=Np,0.0999755859375,1638,0.759652629383236
Nc=Np,0.0999755859375,1638,0.7466747188160754
Nc=Np,0.0999755859375,1638,0.7471187425268818
Nc=Np,0.0999755859375,1638,0.7279562032606149
Nc=Np,0.0999755859375,1638,0.773348147313832
Nc=Np,0.0999755859375,1638,0.7687518910719395
Nc=Np,0.0999755859375,1638,0.7429524708444855
Nc=Np,0.0999755859375,1638,0.7548930302933411
Nc=Np,0.0999755859375,1638,0.7750800281933946
Nc=Np,0.0999755859375,1638,0.7499047628913909
Nc=Np,0.0999755859375,1638,0.7214757096231285
Nc=Np,0.0999755859375,1638,0.7315833563905916
Nc=Np,0.0999755859375,1638,0.7486944155787845
Nc=Np,0.0999755859375,1638,0.7548701128447648
Nc=Np,0.0999755859375,1638,0.7744622829162553
Nc=Np,0.0999755859375,1638,0.7556886265400613
Nc=Np,0.0999755859375,1638,0.7199773547275546
Nc=Np,0.0999755859375,1638,0.7535274493568154
Nc=Np,0.0999755859375,1638,0.7781449794305976
Nc=Np,0.0999755859375,1638,0.7116045002740561
Nc=Np,0.0999755859375,1638,0.7573896759967835
Nc=Np,0.0999755859375,1638,0.7524187027355692
Nc=Np,0.0999755859375,1638,0.7511725961458775
Nc=Np,0.0999755859375,1638,0.7683018314752529
Nc=Np,0.0999755859375,1638,0.7241481337545709
Nc=Np,0.0999755859375,1638,0.7348143947994037
Nc=Np,0.0999755859375,1638,0.7349309180490418
Nc=Np,0.0999755859375,1638,0.7730697355876739
Nc=Np,0.0999755859375,1638,0.7543910848503826
Nc=Np,0.0999755859375,1638,0.7607658184554769
Nc=Np,0.0999755859375,1638,0.760397846749169
Nc=Np,0.0999755859375,1638,0.7557269715795805
Nc=Np,0.0999755859375,1638,0.720000084812881
Nc=Np,0.0999755859375,1638,0.7457083640058803
Nc=Np,0.0999755859375,1638,0.7231381222400746
Nc=Np,0.0999755859375,1638,0.7859311662672435
Nc=Np,0.0999755859375,1638,0.7624043643177747
Nc=Np,0.0999755859375,1638,0.7513136157885242
Nc=Np,0.0999755859375,1638,0.7642439021801507
Nc=Np,0.0999755859375,1638,0.748385094655063
Nc=Np,0.0999755859375,1638,0.7581143286497994
Nc=Np,0.0999755859375,1638,0.7470837645588675
Nc=Np,0.0999755859375,1638,0.7521918327862354
Nc=Np,0.0999755859375,1638,0.7731820117683624
Nc=Np,0.0999755859375,1638,0.7296127620723732
Nc=Np,0.0999755859375,1638,0.7741904433183828
Nc=Np,0.0999755859375,1638,0.7475570503092241
Nc=Np,0.0999755859375,1638,0.743005276322396
Nc=Np,0.0999755859375,1638,0.7364243180427995
Nc=Np,0.0999755859375,1638,0.7196694249789137
Nc=Np,0.0999755859375,1638,0.7400149786741773
Nc=Np,0.0999755859375,1638,0.7356302276275547
Nc=Np,0.0999755859375,1638,0.7746720190695753
Nc=Np,0.0999755859375,1638,0.7688817437328219
Nc=Np,0.0999755859375,1638,0.7278081086544921
Nc=Np,0.0999755859375,1638,0.7834396235479438
Nc=Np,0.0999755859375,1638,0.7441494406041057
Nc=Np,0.0999755859375,1638,0.7292130512774173
Nc=Np,0.0999755859375,1638,0.7627306220826678
Nc=Np,0.0999755859375,1638,0.7504349544819128
Nc=Np,0.0999755859375,1638,0.7420234273508456
Nc=Np,0.0999755859375,1638,0.7149799910786006
Nc=Np,0.0999755859375,1638,0.7562691357429935
Nc=Np,0.0999755859375,1638,0.7339653816441508
Nc=Np,0.0999755859375,1638,0.707716274759768
Nc=Np,0.0999755859375,1638,0.7375148935007543
Nc=Np,0.0999755859375,1638,0.7466272683616275
Nc=Np,0.0999755859375,1638,0.7303009641267089
Nc=Np,0.0999755859375,1638,0.7514450131836481
Nc=Np,0.0999755859375,1638,0.7761317094799635
Nc=Np,0.0999755859375,1638,0.7333713653938879
Nc=Np,0.0999755859375,1638,0.7455540523317536
Nc=Np,0.0999755859375,1638,0.7576736022152364
Nc=Np,0.0999755859375,1638,0.765929260752821
Nc=Np,0.0999755859375,1638,0.7590138319918701
Nc=Np,0.0999755859375,1638,0.774347299401452
Nc=Np,0.0999755859375,1638,0.7411238143005846
Nc=Np,0.0999755859375,1638,0.7314388875936454
Nc=Np,0.0999755859375,1638,0.746679909589783
Nc=Np,0.0999755859375,1638,0.7611291278388501
Nc=Np,0.199951171875,3276,0.7146823066832451
Nc=Np,0.199951171875,3276,0.6986793698292991
Nc=Np,0.199951171875,3276,0.7313658535474867
Nc=Np,0.199951171875,3276,0.7133286913524927
Nc=Np,0.199951171875,3276,0.690825349211906
Nc=Np,0.199951171875,3276,0.7054256499165205
Nc=Np,0.199951171875,3276,0.7647926830359459
Nc=Np,0.199951171875,3276,0.7036059452565986
Nc=Np,0.199951171875,3276,0.7070406349273785
Nc=Np,0.199951171875,3276,0.691511584823401
Nc=Np,0.199951171875,3276,0.7036527965586304
Nc=Np,0.199951171875,3276,0.7419104483516624
Nc=Np,0.199951171875,3276,0.7407940191288701
Nc=Np,0.199951171875,3276,0.736681871039982
Nc=Np,0.199951171875,3276,0.7099827103051668
Nc=Np,0.199951171875,3276,0.7195466931667834
Nc=Np,0.199951171875,3276,0.7237859028699557
Nc=Np,0.199951171875,3276,0.7290060970925945
Nc=Np,0.199951171875,3276,0.7202749689334857
Nc=Np,0.199951171875,3276,0.6771949453496933
Nc=Np,0.199951171875,3276,0.7366980408808285
Nc=Np,0.199951171875,3276,0.717559957378814
Nc=Np,0.199951171875,3276,0.7348760388975153
