phi,num_obs,giant_frac_mean,giant_frac_std,n_comp_mean,n_comp_std,mean_size_no_giant_mean,mean_size_no_giant_std,S_susc_mean,S_susc_std
0.0,0,1.0,0.0,1.0,0.0,nan,0.0,nan,0.0
0.0999755859375,1638,0.9998406347484066,0.00012837172444052968,3.11,1.5168747775967175,1.0981727574750832,0.27560734209853954,1.1770856404577335,0.5663715671982962
0.199951171875,3276,0.9974046383887702,0.0006239348537559739,28.15,5.8506237257063445,1.2594045108175331,0.1917580227084327,1.7946907813369755,0.8489657914243295
0.29998779296875,4915,0.9783895718894411,0.0032568585038800805,135.82,13.691684418734688,1.8442785641840809,0.25960362865296926,5.7008810680078,4.304519571156034
0.39996337890625,6553,0.5243861255213101,0.15664459263420377,462.22,20.77565591715166,10.119418971351116,3.2599566093508052,521.3876788177546,398.5857185250197
0.5,8192,0.03229248046875,0.010581979439254608,1121.78,28.464608541027566,7.077609774161151,0.1932150150765426,46.056468116453765,5.205573194418284
0.5999755859375,9830,0.010051876716509003,0.002201190541915019,1776.78,35.37892427460568,3.655088874177273,0.07225678668482598,11.176243296204202,0.6938569173332801
0.699951171875,11468,0.005431244914564687,0.001007591014498726,2124.83,29.127741991705324,2.3025375816060096,0.03125199182938685,4.756977413849565,0.16945425900417646
0.79998779296875,13107,0.004122673176685993,0.0008061982339858137,2003.03,29.852991660989545,1.630445570212626,0.024097599967373262,2.5451936564015476,0.08336787260905094
0.89996337890625,14745,0.003953630262355095,0.0007484077583419803,1313.78,15.21401533541565,1.2437228803454967,0.014273763494217136,1.5283547406820994,0.035932023210338164
