run,tempo,presas
88,0,800
88,1,767
88,2,741
88,3,708
88,4,682
88,5,660
88,6,638
88,7,605
88,8,582
88,9,562
88,10,534
88,11,517
88,12,491
88,13,473
88,14,451
88,15,427
88,16,409
88,17,385
88,18,365
88,19,353
88,20,336
88,21,319
88,22,306
88,23,293
88,24,274
88,25,260
88,26,248
88,27,237
88,28,223
88,29,212
88,30,202
88,31,192
88,32,178
88,33,174
88,34,169
88,35,164
88,36,153
88,37,151
88,38,145
88,39,137
88,40,135
88,41,127
88,42,124
88,43,116
88,44,107
88,45,107
88,46,101
88,47,100
88,48,94
88,49,88
88,50,85
88,51,81
88,52,73
88,53,70
88,54,67
88,55,64
88,56,60
88,57,54
88,58,54
88,59,54
88,60,51
88,61,49
88,62,49
88,63,47
88,64,46
88,65,44
88,66,40
88,67,40
88,68,39
88,69,37
88,70,36
88,71,35
88,72,35
88,73,31
88,74,30
88,75,29
88,76,28
88,77,28
88,78,27
88,79,27
88,80,26
88,81,25
88,82,23
88,83,23
88,84,23
88,85,22
88,86,22
88,87,20
88,88,20
88,89,19
88,90,18
88,91,16
88,92,16
88,93,14
88,94,14
88,95,13
88,96,12
88,97,12
88,98,12
88,99,12
88,100,12
88,101,11
88,102,9
88,103,8
88,104,8
88,105,8
88,106,8
88,107,6
88,108,6
88,109,6
88,110,6
88,111,5
88,112,5
88,113,5
88,114,5
88,115,4
88,116,3
88,117,1
88,118,1
88,119,1
88,120,1
