run,steps,seed
7,1,922573231
6,1,922573230
11,1,922573235
14,1,922573238
5,3,922573229
10,3,922573234
3,3,922573227
4,4,922573228
16,1,922573240
15,2,922573239
2,4,922573226
13,3,922573237
9,5,922573233
20,1,922573244
8,5,922573232
22,1,922573246
19,2,922573243
25,1,922573249
24,2,922573248
17,4,922573241
26,2,922573250
12,8,922573236
1,8,922573225
23,3,922573247
31,1,922573255
28,4,922573252
29,4,922573253
21,7,922573245
27,5,922573251
35,3,922573259
33,4,922573257
36,4,922573260
42,1,922573266
37,4,922573261
40,2,922573264
41,2,922573265
43,1,922573267
45,1,922573269
48,1,922573272
34,7,922573258
39,5,922573263
32,9,922573256
51,2,922573275
46,5,922573270
50,5,922573274
49,6,922573273
52,5,922573276
53,5,922573277
55,4,922573279
57,2,922573281
60,1,922573284
56,4,922573280
44,11,922573268
54,7,922573278
65,1,922573289
62,2,922573286
59,5,922573283
47,10,922573271
67,1,922573291
63,4,922573287
61,4,922573285
71,1,922573295
66,4,922573290
64,6,922573288
58,8,922573282
68,4,922573292
75,1,922573299
72,4,922573296
30,18,922573254
38,21,922573262
70,6,922573294
74,3,922573298
81,1,922573305
83,1,922573307
76,4,922573300
78,4,922573302
85,1,922573309
82,2,922573306
79,5,922573303
73,9,922573297
90,2,922573314
91,1,922573315
86,3,922573310
92,1,922573316
94,1,922573318
18,36,922573242
84,6,922573308
69,11,922573293
88,6,922573312
87,5,922573311
96,2,922573320
95,3,922573319
89,4,922573313
100,1,922573324
98,2,922573322
104,1,922573328
105,1,922573329
107,1,922573331
106,2,922573330
97,4,922573321
103,3,922573327
101,4,922573325
110,1,922573334
102,4,922573326
108,3,922573332
111,2,922573335
115,1,922573339
93,9,922573317
80,15,922573304
109,4,922573333
118,1,922573342
121,1,922573345
117,2,922573341
116,3,922573340
113,4,922573337
114,4,922573338
99,9,922573323
120,3,922573344
128,1,922573352
124,2,922573348
122,3,922573346
126,2,922573350
119,4,922573343
133,1,922573357
130,2,922573354
123,4,922573347
131,2,922573355
134,2,922573358
127,4,922573351
132,3,922573356
136,1,922573360
138,1,922573362
135,3,922573359
125,5,922573349
129,6,922573353
139,2,922573363
112,11,922573336
145,2,922573369
141,4,922573365
148,2,922573372
137,5,922573361
143,4,922573367
151,1,922573375
150,2,922573374
140,8,922573364
142,7,922573366
154,3,922573378
156,1,922573380
77,26,922573301
144,7,922573368
152,4,922573376
153,5,922573377
157,1,922573381
160,1,922573384
162,1,922573386
147,8,922573371
163,1,922573387
155,4,922573379
149,7,922573373
158,4,922573382
165,4,922573389
168,3,922573392
166,3,922573390
167,4,922573391
161,6,922573385
171,4,922573395
172,2,922573396
164,5,922573388
173,1,922573397
159,7,922573383
178,1,922573402
177,1,922573401
176,2,922573400
169,6,922573393
170,7,922573394
146,17,922573370
174,4,922573398
181,4,922573405
175,5,922573399
185,3,922573409
189,3,922573413
186,5,922573410
188,4,922573412
192,3,922573416
180,8,922573404
183,9,922573407
184,9,922573408
191,4,922573415
182,10,922573406
187,8,922573411
179,13,922573403
194,5,922573418
203,1,922573427
195,6,922573419
193,6,922573417
204,1,922573428
201,3,922573425
196,6,922573420
198,5,922573422
211,1,922573435
207,2,922573431
210,2,922573434
209,2,922573433
199,7,922573423
200,6,922573424
213,1,922573437
205,4,922573429
197,10,922573421
206,5,922573430
202,7,922573426
216,2,922573440
217,2,922573441
214,4,922573438
219,2,922573443
212,5,922573436
221,3,922573445
220,3,922573444
226,1,922573450
215,7,922573439
230,2,922573454
227,3,922573451
229,3,922573453
222,6,922573446
190,20,922573414
225,5,922573449
232,2,922573456
218,8,922573442
236,1,922573460
233,2,922573457
224,7,922573448
223,6,922573447
228,6,922573452
208,15,922573432
243,1,922573467
235,4,922573459
240,3,922573464
246,2,922573470
234,5,922573458
245,5,922573469
248,3,922573472
249,2,922573473
239,7,922573463
244,6,922573468
242,5,922573466
237,8,922573461
247,5,922573471
252,1,922573476
238,8,922573462
250,4,922573474
255,2,922573479
257,1,922573481
258,1,922573482
231,10,922573455
259,2,922573483
260,2,922573484
263,2,922573487
254,4,922573478
251,6,922573475
261,3,922573485
269,1,922573493
265,4,922573489
253,7,922573477
264,5,922573488
267,4,922573491
272,2,922573496
262,7,922573486
273,2,922573497
266,6,922573490
271,4,922573495
256,8,922573480
