run,steps,seed
8,1,984526241
11,1,984526244
10,1,984526243
1,2,984526234
3,2,984526236
9,2,984526242
14,1,984526247
5,3,984526238
12,3,984526245
18,1,984526251
6,3,984526239
7,5,984526240
15,3,984526248
4,6,984526237
17,2,984526250
21,1,984526254
24,1,984526257
27,1,984526260
23,2,984526256
19,5,984526252
30,1,984526263
26,3,984526259
25,3,984526258
31,1,984526264
29,3,984526262
28,2,984526261
2,9,984526235
22,4,984526255
13,7,984526246
38,1,984526271
35,2,984526268
37,2,984526270
20,6,984526253
42,1,984526275
44,1,984526277
40,3,984526273
43,3,984526276
34,6,984526267
39,6,984526272
16,13,984526249
33,7,984526266
48,2,984526281
46,4,984526279
36,8,984526269
47,4,984526280
45,5,984526278
32,7,984526265
53,1,984526286
56,1,984526289
52,2,984526285
54,2,984526287
60,1,984526293
41,9,984526274
57,2,984526290
61,1,984526294
63,1,984526296
65,1,984526298
62,3,984526295
50,8,984526283
67,3,984526300
68,4,984526301
72,1,984526305
58,8,984526291
69,4,984526302
55,9,984526288
51,11,984526284
66,7,984526299
71,5,984526304
73,4,984526306
80,1,984526313
74,4,984526307
76,4,984526309
75,5,984526308
79,2,984526312
49,14,984526282
77,5,984526310
59,15,984526292
86,1,984526319
82,2,984526315
81,4,984526314
84,4,984526317
89,3,984526322
88,4,984526321
87,5,984526320
90,4,984526323
83,6,984526316
92,3,984526325
97,1,984526330
96,1,984526329
91,5,984526324
94,3,984526327
98,2,984526331
102,1,984526335
101,1,984526334
104,1,984526337
93,4,984526326
85,8,984526318
99,3,984526332
95,4,984526328
106,2,984526339
105,3,984526338
108,2,984526341
103,4,984526336
70,19,984526303
111,3,984526344
113,2,984526346
115,2,984526348
64,22,984526297
114,3,984526347
100,9,984526333
119,2,984526352
110,7,984526343
118,3,984526351
112,7,984526345
117,5,984526350
125,1,984526358
121,3,984526354
124,2,984526357
128,1,984526361
127,1,984526360
120,6,984526353
122,5,984526355
107,11,984526340
109,10,984526342
131,1,984526364
123,6,984526356
137,1,984526370
126,6,984526359
134,2,984526367
130,5,984526363
133,5,984526366
142,1,984526375
132,5,984526365
135,5,984526368
141,2,984526374
138,3,984526371
129,7,984526362
145,1,984526378
147,1,984526380
148,1,984526381
144,2,984526377
116,13,984526349
136,7,984526369
139,6,984526372
152,1,984526385
146,3,984526379
143,4,984526376
150,3,984526383
151,2,984526384
156,1,984526389
149,4,984526382
78,39,984526311
154,4,984526387
155,4,984526388
140,9,984526373
158,4,984526391
161,3,984526394
153,6,984526386
166,1,984526399
168,2,984526401
167,2,984526400
160,6,984526393
164,3,984526397
169,3,984526402
162,7,984526395
171,3,984526404
174,3,984526407
172,4,984526405
177,3,984526410
170,5,984526403
175,5,984526408
173,6,984526406
179,3,984526412
165,11,984526398
176,7,984526409
180,4,984526413
186,1,984526419
183,5,984526416
159,14,984526392
163,13,984526396
184,5,984526417
189,3,984526422
193,2,984526426
190,4,984526423
182,10,984526415
181,9,984526414
188,7,984526421
192,6,984526425
195,3,984526428
194,4,984526427
187,7,984526420
191,6,984526424
196,3,984526429
205,1,984526438
197,3,984526430
201,2,984526434
200,3,984526433
198,4,984526431
178,16,984526411
207,2,984526440
211,1,984526444
208,3,984526441
204,6,984526437
209,4,984526442
202,4,984526435
203,6,984526436
210,4,984526443
215,1,984526448
212,3,984526445
199,9,984526432
218,1,984526451
185,16,984526418
220,1,984526453
216,2,984526449
206,7,984526439
213,4,984526446
217,3,984526450
228,1,984526461
223,3,984526456
219,4,984526452
225,3,984526458
229,2,984526462
157,34,984526390
227,3,984526460
221,5,984526454
222,5,984526455
232,3,984526465
224,6,984526457
234,4,984526467
230,5,984526463
240,1,984526473
226,6,984526459
236,4,984526469
242,1,984526475
245,1,984526478
246,1,984526479
237,7,984526470
233,8,984526466
241,4,984526474
247,3,984526480
235,9,984526468
243,7,984526476
249,3,984526482
244,5,984526477
238,10,984526471
248,5,984526481
252,4,984526485
256,2,984526489
251,4,984526484
239,11,984526472
258,1,984526491
254,5,984526487
257,3,984526490
261,3,984526494
255,6,984526488
264,1,984526497
231,19,984526464
253,8,984526486
262,3,984526495
260,4,984526493
266,1,984526499
265,3,984526498
267,2,984526500
270,2,984526503
273,1,984526506
263,6,984526496
269,4,984526502
277,1,984526510
279,1,984526512
275,3,984526508
272,5,984526505
268,6,984526501
280,3,984526513
278,4,984526511
283,2,984526516
274,5,984526507
281,3,984526514
214,28,984526447
271,10,984526504
282,5,984526515
291,1,984526524
276,9,984526509
288,3,984526521
285,4,984526518
286,4,984526519
284,7,984526517
294,3,984526527
297,2,984526530
292,4,984526525
290,5,984526523
287,7,984526520
298,1,984526531
259,21,984526492
293,5,984526526
302,2,984526535
304,2,984526537
296,6,984526529
301,4,984526534
299,5,984526532
295,8,984526528
308,3,984526541
289,13,984526522
303,6,984526536
311,3,984526544
307,3,984526540
309,3,984526542
313,2,984526546
305,7,984526538
312,4,984526545
306,6,984526539
315,3,984526548
320,2,984526553
300,8,984526533
323,1,984526556
319,2,984526552
321,2,984526554
322,2,984526555
316,4,984526549
327,2,984526560
318,5,984526551
332,1,984526565
310,8,984526543
331,2,984526564
250,37,984526483
325,3,984526558
330,4,984526563
324,6,984526557
317,8,984526550
336,1,984526569
334,1,984526567
326,7,984526559
337,1,984526570
329,7,984526562
341,2,984526574
344,2,984526577
342,3,984526575
335,5,984526568
339,4,984526572
338,5,984526571
345,3,984526578
348,2,984526581
343,6,984526576
346,5,984526579
349,5,984526582
347,6,984526580
354,3,984526587
352,3,984526585
328,13,984526561
360,1,984526593
353,5,984526586
351,6,984526584
350,6,984526583
314,24,984526547
340,13,984526573
357,4,984526590
355,6,984526588
359,5,984526592
356,6,984526589
358,6,984526591
361,5,984526594
366,3,984526599
364,5,984526597
370,3,984526603
373,2,984526606
371,3,984526604
362,6,984526595
375,1,984526608
376,1,984526609
368,6,984526601
369,6,984526602
367,5,984526600
365,9,984526598
363,10,984526596
333,21,984526566
380,2,984526613
372,6,984526605
385,1,984526618
374,6,984526607
387,1,984526620
382,4,984526615
388,2,984526621
383,4,984526616
378,7,984526611
392,1,984526625
393,1,984526626
379,6,984526612
389,5,984526622
397,1,984526630
396,2,984526629
395,2,984526628
377,9,984526610
391,5,984526624
386,6,984526619
399,1,984526632
390,6,984526623
394,5,984526627
402,2,984526635
400,4,984526633
398,4,984526631
403,3,984526636
401,4,984526634
410,1,984526643
413,1,984526646
411,2,984526644
408,4,984526641
414,1,984526647
406,6,984526639
418,1,984526651
409,5,984526642
416,2,984526649
415,2,984526648
405,8,984526638
417,2,984526650
404,8,984526637
421,1,984526654
423,1,984526656
420,2,984526653
419,3,984526652
412,8,984526645
424,4,984526657
425,4,984526658
431,1,984526664
433,1,984526666
422,7,984526655
430,4,984526663
434,2,984526667
426,5,984526659
407,14,984526640
384,22,984526617
429,7,984526662
428,9,984526661
381,20,984526614
441,1,984526674
432,6,984526665
446,1,984526679
427,9,984526660
442,4,984526675
444,3,984526677
436,7,984526669
448,2,984526681
440,6,984526673
437,7,984526670
449,1,984526682
443,6,984526676
445,5,984526678
456,2,984526689
439,9,984526672
453,3,984526686
435,11,984526668
451,5,984526684
454,4,984526687
452,4,984526685
438,9,984526671
460,1,984526693
450,6,984526683
459,4,984526692
455,7,984526688
447,8,984526680
464,2,984526697
469,1,984526702
466,3,984526699
468,2,984526701
472,1,984526705
465,4,984526698
457,6,984526690
467,4,984526700
462,7,984526695
474,2,984526707
473,2,984526706
479,1,984526712
475,3,984526708
463,8,984526696
458,7,984526691
471,3,984526704
483,1,984526716
476,5,984526709
484,2,984526717
481,4,984526714
470,7,984526703
480,3,984526713
486,2,984526719
477,6,984526710
478,6,984526711
485,3,984526718
493,1,984526726
491,3,984526724
488,3,984526721
482,6,984526715
489,5,984526722
495,4,984526728
496,4,984526729
498,4,984526731
492,6,984526725
497,5,984526730
504,1,984526737
487,10,984526720
503,3,984526736
490,9,984526723
500,5,984526733
501,5,984526734
499,6,984526732
513,1,984526746
508,2,984526741
510,2,984526743
502,6,984526735
509,3,984526742
505,5,984526738
507,4,984526740
515,1,984526748
514,2,984526747
518,1,984526751
521,1,984526754
512,4,984526745
520,2,984526753
517,3,984526750
523,1,984526756
494,12,984526727
524,1,984526757
519,3,984526752
506,7,984526739
527,1,984526760
528,2,984526761
526,1,984526759
522,4,984526755
511,8,984526744
461,24,984526694
525,4,984526758
533,2,984526766
534,2,984526767
530,2,984526763
540,1,984526773
537,3,984526770
542,1,984526775
532,6,984526765
529,7,984526762
531,7,984526764
543,3,984526776
536,4,984526769
545,2,984526778
541,4,984526774
548,2,984526781
535,9,984526768
539,7,984526772
538,8,984526771
552,4,984526785
553,3,984526786
555,1,984526788
551,5,984526784
556,1,984526789
558,1,984526791
547,7,984526780
557,3,984526790
546,8,984526779
559,3,984526792
516,20,984526749
554,6,984526787
544,10,984526777
564,1,984526797
563,2,984526796
561,3,984526794
562,3,984526795
560,5,984526793
570,1,984526803
568,2,984526801
573,1,984526806
549,12,984526782
572,3,984526805
577,1,984526810
578,1,984526811
579,1,984526812
576,3,984526809
550,14,984526783
567,9,984526800
582,3,984526815
575,8,984526808
565,10,984526798
569,11,984526802
588,2,984526821
586,3,984526819
571,12,984526804
580,8,984526813
574,11,984526807
584,7,984526817
583,8,984526816
581,8,984526814
585,5,984526818
595,1,984526828
590,3,984526823
594,2,984526827
591,3,984526824
597,2,984526830
592,4,984526825
593,5,984526826
596,5,984526829
602,4,984526835
604,2,984526837
598,6,984526831
601,4,984526834
603,5,984526836
606,2,984526839
608,2,984526841
605,6,984526838
612,1,984526845
607,5,984526840
599,10,984526832
611,4,984526844
566,25,984526799
589,15,984526822
614,4,984526847
620,1,984526853
617,3,984526850
616,4,984526849
618,3,984526851
610,7,984526843
622,2,984526855
619,4,984526852
624,1,984526857
621,5,984526854
609,11,984526842
629,2,984526862
631,1,984526864
623,5,984526856
615,11,984526848
634,1,984526867
630,3,984526863
587,29,984526820
635,1,984526868
633,3,984526866
637,1,984526870
626,8,984526859
627,8,984526860
636,3,984526869
641,1,984526874
613,16,984526846
645,1,984526878
639,4,984526872
628,11,984526861
642,3,984526875
640,4,984526873
600,21,984526833
649,2,984526882
638,6,984526871
644,5,984526877
650,3,984526883
632,11,984526865
651,3,984526884
655,1,984526888
648,4,984526881
647,5,984526880
643,8,984526876
654,3,984526887
661,1,984526894
658,2,984526891
652,5,984526885
660,2,984526893
665,1,984526898
663,3,984526896
646,10,984526879
662,4,984526895
666,3,984526899
670,1,984526903
664,4,984526897
656,6,984526889
668,4,984526901
669,4,984526902
672,2,984526905
667,4,984526900
673,3,984526906
659,7,984526892
671,5,984526904
674,3,984526907
675,3,984526908
678,2,984526911
681,2,984526914
679,3,984526912
682,2,984526915
657,12,984526890
676,6,984526909
677,5,984526910
685,2,984526918
653,16,984526886
683,4,984526916
686,3,984526919
693,1,984526926
684,4,984526917
692,2,984526925
695,2,984526928
680,8,984526913
697,2,984526930
687,6,984526920
689,5,984526922
690,6,984526923
701,1,984526934
691,7,984526924
699,4,984526932
688,8,984526921
694,7,984526927
704,2,984526937
705,2,984526938
700,5,984526933
709,1,984526942
712,2,984526945
713,2,984526946
702,5,984526935
710,4,984526943
717,1,984526950
703,8,984526936
625,45,984526858
715,3,984526948
706,8,984526939
716,4,984526949
707,9,984526940
721,1,984526954
719,2,984526952
720,2,984526953
718,3,984526951
722,2,984526955
725,1,984526958
711,9,984526944
726,1,984526959
714,7,984526947
730,1,984526963
723,3,984526956
729,3,984526962
708,13,984526941
728,4,984526961
731,3,984526964
734,2,984526967
724,6,984526957
733,3,984526966
737,1,984526970
736,2,984526969
732,5,984526965
741,1,984526974
743,1,984526976
727,6,984526960
748,1,984526981
746,2,984526979
738,5,984526971
744,3,984526977
747,2,984526980
749,1,984526982
750,1,984526983
739,5,984526972
752,1,984526985
742,5,984526975
751,4,984526984
756,2,984526989
698,28,984526931
753,3,984526986
758,1,984526991
745,8,984526978
763,1,984526996
759,3,984526992
764,1,984526997
755,6,984526988
765,2,984526998
740,12,984526973
761,4,984526994
768,2,984527001
766,3,984526999
735,16,984526968
757,8,984526990
762,7,984526995
775,1,984527008
772,2,984527005
771,4,984527004
770,4,984527003
769,5,984527002
776,3,984527009
773,5,984527006
781,1,984527014
777,3,984527010
780,4,984527013
774,6,984527007
778,6,984527011
782,4,984527015
779,6,984527012
754,19,984526987
760,15,984526993
785,5,984527018
767,14,984527000
784,6,984527017
783,6,984527016
786,4,984527019
787,5,984527020
789,3,984527022
795,1,984527028
788,4,984527021
791,3,984527024
793,2,984527026
799,1,984527032
797,2,984527030
790,5,984527023
794,4,984527027
805,2,984527038
792,4,984527025
809,1,984527042
802,5,984527035
803,4,984527036
801,5,984527034
796,7,984527029
806,4,984527039
804,6,984527037
800,6,984527033
808,3,984527041
812,3,984527045
814,2,984527047
817,1,984527050
810,3,984527043
798,9,984527031
819,1,984527052
822,1,984527055
813,4,984527046
811,5,984527044
818,1,984527051
823,1,984527056
821,3,984527054
820,3,984527053
815,6,984527048
830,2,984527063
827,4,984527060
831,2,984527064
833,1,984527066
829,5,984527062
828,4,984527061
696,61,984526929
838,1,984527071
836,2,984527069
824,8,984527057
826,7,984527059
837,3,984527070
843,1,984527076
832,5,984527065
807,13,984527040
839,2,984527072
835,6,984527068
846,1,984527079
841,5,984527074
840,6,984527073
825,9,984527058
842,5,984527075
816,8,984527049
852,1,984527085
851,1,984527084
850,5,984527083
848,6,984527081
854,4,984527087
847,2,984527080
856,4,984527089
844,9,984527077
845,6,984527078
860,1,984527093
859,2,984527092
857,2,984527090
863,1,984527096
864,1,984527097
861,2,984527094
858,2,984527091
849,6,984527082
834,16,984527067
862,4,984527095
871,2,984527104
853,5,984527086
870,2,984527103
872,3,984527105
874,3,984527107
865,6,984527098
876,2,984527109
868,5,984527101
875,4,984527108
867,5,984527100
869,8,984527102
877,2,984527110
879,4,984527112
883,2,984527116
881,4,984527114
880,5,984527113
873,7,984527106
882,4,984527115
889,1,984527122
884,3,984527117
888,2,984527121
855,10,984527088
887,4,984527120
885,6,984527118
890,4,984527123
894,2,984527127
886,2,984527119
891,3,984527124
895,2,984527128
892,4,984527125
893,3,984527126
900,1,984527133
904,1,984527137
898,2,984527131
903,1,984527136
896,3,984527129
905,1,984527138
897,4,984527130
908,1,984527141
902,3,984527135
913,1,984527146
910,2,984527143
906,3,984527139
909,3,984527142
907,4,984527140
866,20,984527099
917,1,984527150
915,2,984527148
878,16,984527111
911,4,984527144
914,4,984527147
922,1,984527155
899,9,984527132
920,3,984527153
901,6,984527134
924,2,984527157
912,8,984527145
925,2,984527158
919,5,984527152
916,5,984527149
931,2,984527164
934,1,984527167
927,4,984527160
933,2,984527166
930,3,984527163
921,7,984527154
928,5,984527161
938,1,984527171
926,7,984527159
918,8,984527151
939,1,984527172
923,9,984527156
935,3,984527168
929,6,984527162
937,3,984527170
940,3,984527173
936,4,984527169
943,2,984527176
947,1,984527180
945,2,984527178
949,1,984527182
948,2,984527181
946,4,984527179
944,4,984527177
953,2,984527186
954,3,984527187
957,1,984527190
952,3,984527185
942,5,984527175
955,4,984527188
951,5,984527184
958,2,984527191
956,4,984527189
960,2,984527193
962,2,984527195
950,6,984527183
941,9,984527174
969,1,984527202
966,2,984527199
968,2,984527201
932,13,984527165
972,1,984527205
959,5,984527192
967,3,984527200
961,5,984527194
971,3,984527204
975,1,984527208
980,1,984527213
963,5,984527196
970,4,984527203
964,7,984527197
