run,steps,seed
12,1,982626245
7,2,982626240
2,2,982626235
6,3,982626239
9,4,982626242
11,4,982626244
5,4,982626238
1,5,982626234
14,3,982626247
13,4,982626246
4,6,982626237
20,2,982626253
18,3,982626251
16,3,982626249
21,1,982626254
24,1,982626257
8,10,982626241
3,6,982626236
15,6,982626248
23,3,982626256
22,4,982626255
19,6,982626252
31,1,982626264
27,2,982626260
17,4,982626250
30,2,982626263
34,2,982626267
29,3,982626262
25,5,982626258
35,2,982626268
10,11,982626243
40,1,982626273
37,2,982626270
41,2,982626274
39,3,982626272
26,7,982626259
43,2,982626276
42,3,982626275
44,3,982626277
38,6,982626271
32,8,982626265
49,2,982626282
51,2,982626284
28,9,982626261
47,4,982626280
56,1,982626289
45,7,982626278
57,1,982626290
53,3,982626286
59,1,982626292
50,6,982626283
55,4,982626288
52,5,982626285
33,12,982626266
48,7,982626281
61,2,982626294
58,4,982626291
62,2,982626295
64,2,982626297
54,7,982626287
63,3,982626296
70,1,982626303
67,3,982626300
68,2,982626301
60,5,982626293
66,6,982626299
65,6,982626298
71,4,982626304
73,5,982626306
69,6,982626302
74,5,982626307
81,1,982626314
75,6,982626308
83,2,982626316
79,5,982626312
86,1,982626319
78,6,982626311
72,9,982626305
85,3,982626318
82,5,982626315
87,2,982626320
89,2,982626322
80,9,982626313
88,4,982626321
84,7,982626317
46,22,982626279
90,7,982626323
95,4,982626328
91,7,982626324
96,4,982626329
77,14,982626310
94,5,982626327
97,4,982626330
92,8,982626325
99,2,982626332
100,2,982626333
101,2,982626334
105,1,982626338
107,1,982626340
108,1,982626341
103,4,982626336
110,1,982626343
112,1,982626345
109,2,982626342
93,10,982626326
104,5,982626337
111,3,982626344
115,3,982626348
102,8,982626335
117,4,982626350
106,8,982626339
120,2,982626353
121,1,982626354
125,1,982626358
113,7,982626346
123,2,982626356
124,2,982626357
98,14,982626331
116,8,982626349
114,8,982626347
130,1,982626363
76,27,982626309
122,6,982626355
118,9,982626351
133,1,982626366
126,5,982626359
128,5,982626361
136,1,982626369
119,10,982626352
129,5,982626362
135,2,982626368
142,1,982626375
137,3,982626370
131,6,982626364
138,3,982626371
141,3,982626374
140,4,982626373
127,9,982626360
148,1,982626381
139,5,982626372
145,4,982626378
150,1,982626383
132,9,982626365
143,5,982626376
152,1,982626385
144,5,982626377
155,1,982626388
149,4,982626382
151,4,982626384
154,3,982626387
162,1,982626395
159,3,982626392
163,1,982626396
146,8,982626379
147,7,982626380
153,6,982626386
156,4,982626389
168,1,982626401
165,4,982626398
164,4,982626397
160,8,982626393
172,1,982626405
161,4,982626394
171,2,982626404
167,4,982626400
134,18,982626367
166,4,982626399
177,1,982626410
178,1,982626411
173,4,982626406
176,3,982626409
181,1,982626414
169,6,982626402
174,5,982626407
180,3,982626413
184,2,982626417
170,10,982626403
183,3,982626416
182,4,982626415
179,6,982626412
188,1,982626421
186,3,982626419
175,8,982626408
192,1,982626425
185,6,982626418
195,2,982626428
196,2,982626429
194,3,982626427
193,4,982626426
199,1,982626432
190,5,982626423
157,23,982626390
189,6,982626422
202,1,982626435
200,2,982626433
191,7,982626424
198,3,982626431
187,9,982626420
204,2,982626437
203,3,982626436
206,2,982626439
209,1,982626442
207,2,982626440
211,1,982626444
215,2,982626448
213,3,982626446
216,2,982626449
205,6,982626438
197,9,982626430
208,5,982626441
201,8,982626434
218,1,982626451
214,4,982626447
221,1,982626454
212,5,982626445
220,2,982626453
227,1,982626460
217,4,982626450
226,3,982626459
229,2,982626462
231,1,982626464
228,4,982626461
230,3,982626463
225,5,982626458
219,7,982626452
236,1,982626469
232,2,982626465
223,7,982626456
224,7,982626457
234,2,982626467
222,8,982626455
241,3,982626474
233,5,982626466
235,6,982626468
239,5,982626472
246,1,982626479
247,1,982626480
242,5,982626475
240,6,982626473
244,3,982626477
245,3,982626478
249,1,982626482
243,6,982626476
251,1,982626484
210,17,982626443
253,1,982626486
250,2,982626483
238,8,982626471
254,1,982626487
258,1,982626491
261,1,982626494
252,4,982626485
260,2,982626493
262,2,982626495
248,6,982626481
255,5,982626488
259,4,982626492
264,2,982626497
268,1,982626501
265,3,982626498
269,1,982626502
270,1,982626503
273,1,982626506
267,4,982626500
257,8,982626490
263,6,982626496
271,3,982626504
256,8,982626489
275,2,982626508
276,1,982626509
277,1,982626510
266,6,982626499
272,4,982626505
283,1,982626516
286,1,982626519
285,2,982626518
278,4,982626511
282,3,982626515
158,50,982626391
279,4,982626512
290,2,982626523
288,3,982626521
284,5,982626517
287,4,982626520
292,3,982626525
281,7,982626514
289,5,982626522
299,2,982626532
280,10,982626513
294,5,982626527
296,4,982626529
300,2,982626533
293,5,982626526
291,9,982626524
302,3,982626535
298,7,982626531
305,1,982626538
297,6,982626530
295,7,982626528
310,1,982626543
312,1,982626545
306,4,982626539
308,3,982626541
311,2,982626544
36,88,982626269
304,6,982626537
303,7,982626536
314,2,982626547
237,38,982626470
316,3,982626549
307,6,982626540
320,1,982626553
315,3,982626548
313,4,982626546
319,2,982626552
323,1,982626556
322,1,982626555
321,2,982626554
317,3,982626550
324,3,982626557
327,2,982626560
329,3,982626562
325,4,982626558
331,3,982626564
330,4,982626563
326,5,982626559
333,3,982626566
334,2,982626567
328,6,982626561
336,2,982626569
338,1,982626571
335,3,982626568
339,1,982626572
332,4,982626565
309,14,982626542
301,17,982626534
347,1,982626580
348,1,982626581
318,10,982626551
337,4,982626570
340,4,982626573
351,2,982626584
352,2,982626585
343,4,982626576
342,5,982626575
341,5,982626574
349,4,982626582
355,2,982626588
353,3,982626586
358,1,982626591
350,5,982626583
345,7,982626578
363,1,982626596
364,1,982626597
361,3,982626594
356,5,982626589
366,1,982626599
359,4,982626592
346,10,982626579
344,10,982626577
365,2,982626598
362,4,982626595
360,5,982626593
372,1,982626605
368,2,982626601
373,1,982626606
369,3,982626602
354,9,982626587
375,2,982626608
374,3,982626607
378,3,982626611
382,1,982626615
371,5,982626604
379,3,982626612
370,6,982626603
376,5,982626609
384,3,982626617
357,13,982626590
385,3,982626618
367,9,982626600
383,4,982626616
389,1,982626622
386,4,982626619
377,7,982626610
381,8,982626614
394,2,982626627
390,3,982626623
