run,tempo,presas
64,0,800
64,1,763
64,2,735
64,3,703
64,4,674
64,5,643
64,6,624
64,7,600
64,8,576
64,9,551
64,10,527
64,11,492
64,12,472
64,13,447
64,14,424
64,15,399
64,16,377
64,17,358
64,18,350
64,19,331
64,20,312
64,21,297
64,22,286
64,23,269
64,24,258
64,25,250
64,26,238
64,27,229
64,28,221
64,29,213
64,30,205
64,31,194
64,32,182
64,33,173
64,34,165
64,35,155
64,36,147
64,37,139
64,38,133
64,39,126
64,40,120
64,41,115
64,42,110
64,43,108
64,44,106
64,45,103
64,46,99
64,47,94
64,48,90
64,49,85
64,50,82
64,51,78
64,52,75
64,53,69
64,54,67
64,55,65
64,56,60
64,57,57
64,58,52
64,59,51
64,60,49
64,61,47
64,62,44
64,63,40
64,64,36
64,65,32
64,66,29
64,67,27
64,68,25
64,69,25
64,70,25
64,71,24
64,72,22
64,73,22
64,74,20
64,75,19
64,76,19
64,77,19
64,78,19
64,79,19
64,80,18
64,81,18
64,82,15
64,83,13
64,84,13
64,85,12
64,86,12
64,87,12
64,88,11
64,89,11
64,90,11
64,91,11
64,92,10
64,93,8
64,94,8
64,95,8
64,96,8
64,97,8
64,98,8
64,99,8
64,100,6
64,101,6
64,102,5
64,103,5
64,104,5
64,105,5
64,106,4
64,107,4
64,108,4
64,109,4
64,110,4
64,111,4
64,112,4
64,113,4
64,114,4
64,115,4
64,116,4
64,117,4
64,118,4
64,119,4
64,120,4
64,121,3
64,122,3
64,123,3
64,124,3
64,125,3
64,126,3
64,127,3
64,128,3
64,129,3
64,130,3
64,131,3
64,132,3
64,133,3
64,134,3
64,135,2
64,136,2
64,137,2
64,138,2
64,139,2
64,140,2
64,141,2
64,142,2
64,143,2
64,144,2
64,145,2
64,146,2
64,147,2
64,148,2
64,149,2
64,150,2
64,151,2
64,152,2
64,153,2
64,154,2
64,155,2
64,156,2
64,157,2
64,158,2
64,159,2
64,160,2
64,161,2
64,162,2
64,163,2
64,164,2
64,165,2
64,166,2
64,167,2
64,168,2
64,169,2
64,170,2
64,171,2
64,172,2
64,173,2
64,174,2
64,175,2
64,176,2
64,177,1
64,178,1
64,179,1
64,180,1
64,181,1
64,182,1
64,183,1
64,184,1
64,185,1
64,186,1
64,187,1
64,188,1
64,189,1
64,190,1
64,191,1
64,192,1
64,193,1
