run,tempo,presas
74,0,800
74,1,772
74,2,742
74,3,707
74,4,679
74,5,648
74,6,619
74,7,590
74,8,563
74,9,532
74,10,509
74,11,494
74,12,464
74,13,439
74,14,405
74,15,397
74,16,379
74,17,365
74,18,348
74,19,334
74,20,323
74,21,303
74,22,286
74,23,264
74,24,252
74,25,243
74,26,231
74,27,221
74,28,210
74,29,198
74,30,191
74,31,190
74,32,181
74,33,172
74,34,162
74,35,154
74,36,147
74,37,140
74,38,136
74,39,125
74,40,120
74,41,112
74,42,107
74,43,100
74,44,95
74,45,90
74,46,87
74,47,84
74,48,79
74,49,77
74,50,76
74,51,74
74,52,69
74,53,64
74,54,61
74,55,59
74,56,57
74,57,55
74,58,54
74,59,53
74,60,50
74,61,49
74,62,48
74,63,44
74,64,43
74,65,41
74,66,40
74,67,39
74,68,38
74,69,36
74,70,35
74,71,34
74,72,32
74,73,30
74,74,29
74,75,26
74,76,25
74,77,24
74,78,22
74,79,22
74,80,21
74,81,19
74,82,17
74,83,16
74,84,16
74,85,16
74,86,15
74,87,15
74,88,15
74,89,14
74,90,14
74,91,14
74,92,14
74,93,13
74,94,11
74,95,9
74,96,7
74,97,6
74,98,6
74,99,6
74,100,6
74,101,6
74,102,6
74,103,6
74,104,5
74,105,5
74,106,5
74,107,4
74,108,4
74,109,4
74,110,4
74,111,4
74,112,4
74,113,4
74,114,4
74,115,4
74,116,4
74,117,4
74,118,4
74,119,3
74,120,3
74,121,3
74,122,2
74,123,2
74,124,2
74,125,2
74,126,2
74,127,2
74,128,2
74,129,2
74,130,1
74,131,1
74,132,1
74,133,1
74,134,1
74,135,1
74,136,1
74,137,1
74,138,1
74,139,1
74,140,1
74,141,1
74,142,1
74,143,1
74,144,1
74,145,1
74,146,1
