run,tempo,presas
4,0,800
4,1,765
4,2,730
4,3,709
4,4,678
4,5,658
4,6,629
4,7,602
4,8,577
4,9,556
4,10,538
4,11,517
4,12,489
4,13,466
4,14,449
4,15,423
4,16,402
4,17,381
4,18,368
4,19,355
4,20,331
4,21,315
4,22,297
4,23,287
4,24,273
4,25,257
4,26,246
4,27,231
4,28,223
4,29,214
4,30,211
4,31,204
4,32,191
4,33,182
4,34,177
4,35,173
4,36,168
4,37,158
4,38,149
4,39,141
4,40,133
4,41,129
4,42,122
4,43,116
4,44,113
4,45,108
4,46,99
4,47,96
4,48,93
4,49,91
4,50,87
4,51,81
4,52,76
4,53,72
4,54,70
4,55,66
4,56,64
4,57,60
4,58,57
4,59,54
4,60,52
4,61,47
4,62,46
4,63,44
4,64,42
4,65,38
4,66,35
4,67,34
4,68,31
4,69,27
4,70,24
4,71,24
4,72,24
4,73,22
4,74,18
4,75,18
4,76,18
4,77,15
4,78,15
4,79,15
4,80,15
4,81,13
4,82,13
4,83,12
4,84,12
4,85,12
4,86,12
4,87,12
4,88,12
4,89,12
4,90,11
4,91,10
4,92,10
4,93,9
4,94,8
4,95,8
4,96,8
4,97,8
4,98,7
4,99,6
4,100,6
4,101,6
4,102,5
4,103,4
4,104,4
4,105,4
4,106,3
4,107,3
4,108,2
4,109,2
4,110,2
4,111,2
4,112,2
4,113,2
4,114,2
4,115,2
4,116,2
4,117,2
4,118,2
4,119,2
4,120,2
4,121,2
4,122,2
4,123,2
4,124,2
4,125,2
4,126,2
4,127,2
4,128,2
4,129,2
4,130,2
4,131,2
4,132,2
4,133,2
4,134,2
4,135,2
4,136,2
4,137,2
4,138,2
4,139,2
4,140,2
4,141,2
4,142,2
4,143,2
4,144,2
4,145,2
4,146,2
4,147,2
4,148,2
4,149,2
4,150,2
4,151,2
4,152,2
4,153,2
4,154,2
4,155,2
4,156,2
4,157,2
4,158,2
4,159,2
4,160,2
4,161,2
4,162,2
4,163,2
4,164,2
4,165,2
4,166,2
4,167,2
4,168,2
4,169,2
4,170,2
4,171,2
4,172,2
4,173,2
4,174,2
4,175,2
4,176,2
4,177,2
4,178,1
4,179,1
4,180,1
4,181,1
4,182,1
4,183,1
4,184,1
4,185,1
4,186,1
4,187,1
4,188,1
4,189,1
