run,tempo,presas
61,0,800
61,1,762
61,2,728
61,3,695
61,4,672
61,5,645
61,6,624
61,7,602
61,8,586
61,9,560
61,10,535
61,11,511
61,12,487
61,13,472
61,14,452
61,15,433
61,16,415
61,17,400
61,18,384
61,19,362
61,20,348
61,21,334
61,22,319
61,23,312
61,24,300
61,25,287
61,26,269
61,27,260
61,28,253
61,29,239
61,30,225
61,31,219
61,32,210
61,33,197
61,34,189
61,35,177
61,36,166
61,37,162
61,38,154
61,39,148
61,40,139
61,41,138
61,42,129
61,43,125
61,44,119
61,45,113
61,46,108
61,47,103
61,48,98
61,49,92
61,50,86
61,51,77
61,52,73
61,53,72
61,54,66
61,55,59
61,56,56
61,57,51
61,58,49
61,59,45
61,60,43
61,61,42
61,62,40
61,63,36
61,64,35
61,65,34
61,66,34
61,67,33
61,68,32
61,69,30
61,70,27
61,71,26
61,72,26
61,73,23
61,74,21
61,75,21
61,76,20
61,77,19
61,78,19
61,79,18
61,80,18
61,81,18
61,82,17
61,83,16
61,84,15
61,85,15
61,86,15
61,87,15
61,88,12
61,89,11
61,90,10
61,91,10
61,92,10
61,93,9
61,94,9
61,95,9
61,96,9
61,97,8
61,98,7
61,99,7
61,100,7
61,101,7
61,102,7
61,103,7
61,104,7
61,105,7
61,106,6
61,107,6
61,108,6
61,109,6
61,110,6
61,111,6
61,112,6
61,113,6
61,114,6
61,115,5
61,116,5
61,117,5
61,118,5
61,119,5
61,120,5
61,121,5
61,122,4
61,123,3
61,124,3
61,125,3
61,126,3
61,127,2
61,128,2
61,129,2
61,130,2
61,131,1
61,132,1
