run,tempo,presas
48,0,800
48,1,765
48,2,730
48,3,705
48,4,675
48,5,644
48,6,620
48,7,603
48,8,581
48,9,562
48,10,535
48,11,514
48,12,495
48,13,469
48,14,441
48,15,426
48,16,414
48,17,393
48,18,368
48,19,346
48,20,334
48,21,318
48,22,299
48,23,287
48,24,273
48,25,261
48,26,251
48,27,245
48,28,228
48,29,219
48,30,204
48,31,195
48,32,187
48,33,174
48,34,164
48,35,156
48,36,148
48,37,140
48,38,129
48,39,121
48,40,117
48,41,115
48,42,107
48,43,104
48,44,100
48,45,93
48,46,88
48,47,85
48,48,83
48,49,80
48,50,77
48,51,76
48,52,71
48,53,67
48,54,67
48,55,63
48,56,57
48,57,56
48,58,53
48,59,51
48,60,48
48,61,44
48,62,44
48,63,43
48,64,42
48,65,41
48,66,39
48,67,35
48,68,33
48,69,30
48,70,29
48,71,29
48,72,27
48,73,25
48,74,25
48,75,24
48,76,24
48,77,24
48,78,21
48,79,20
48,80,19
48,81,18
48,82,18
48,83,18
48,84,18
48,85,17
48,86,17
48,87,17
48,88,17
48,89,16
48,90,15
48,91,14
48,92,13
48,93,12
48,94,11
48,95,10
48,96,9
48,97,9
48,98,9
48,99,8
48,100,8
48,101,8
48,102,7
48,103,7
48,104,6
48,105,6
48,106,4
48,107,4
48,108,4
48,109,3
48,110,3
48,111,3
48,112,3
48,113,3
48,114,3
48,115,3
48,116,2
48,117,2
48,118,2
48,119,2
48,120,2
48,121,2
48,122,2
48,123,2
48,124,2
48,125,2
48,126,2
48,127,2
48,128,2
48,129,2
48,130,2
48,131,2
48,132,2
48,133,2
48,134,2
48,135,2
48,136,2
48,137,2
48,138,2
48,139,2
48,140,2
48,141,1
48,142,1
48,143,1
48,144,1
48,145,1
48,146,1
