run,tempo,presas
44,0,800
44,1,765
44,2,724
44,3,695
44,4,672
44,5,638
44,6,610
44,7,582
44,8,556
44,9,531
44,10,507
44,11,492
44,12,471
44,13,455
44,14,432
44,15,411
44,16,395
44,17,380
44,18,364
44,19,346
44,20,332
44,21,318
44,22,297
44,23,281
44,24,272
44,25,261
44,26,249
44,27,241
44,28,225
44,29,219
44,30,207
44,31,196
44,32,189
44,33,176
44,34,168
44,35,158
44,36,157
44,37,151
44,38,147
44,39,137
44,40,135
44,41,131
44,42,122
44,43,117
44,44,111
44,45,103
44,46,98
44,47,91
44,48,87
44,49,80
44,50,77
44,51,74
44,52,70
44,53,66
44,54,62
44,55,58
44,56,56
44,57,54
44,58,53
44,59,51
44,60,48
44,61,46
44,62,45
44,63,42
44,64,40
44,65,40
44,66,37
44,67,37
44,68,35
44,69,34
44,70,33
44,71,31
44,72,29
44,73,28
44,74,26
44,75,25
44,76,22
44,77,21
44,78,21
44,79,21
44,80,21
44,81,21
44,82,21
44,83,21
44,84,20
44,85,19
44,86,17
44,87,16
44,88,15
44,89,15
44,90,15
44,91,13
44,92,12
44,93,12
44,94,12
44,95,12
44,96,11
44,97,11
44,98,11
44,99,10
44,100,10
44,101,9
44,102,9
44,103,9
44,104,9
44,105,9
44,106,7
44,107,6
44,108,6
44,109,5
44,110,5
44,111,4
44,112,4
44,113,4
44,114,4
44,115,4
44,116,4
44,117,4
44,118,3
44,119,3
44,120,3
44,121,3
44,122,3
44,123,3
44,124,3
44,125,2
44,126,2
44,127,2
44,128,2
44,129,2
44,130,2
44,131,2
44,132,2
44,133,2
44,134,2
44,135,2
44,136,2
44,137,2
44,138,2
44,139,2
44,140,2
44,141,2
44,142,2
44,143,1
44,144,1
44,145,1
44,146,1
44,147,1
44,148,1
44,149,1
44,150,1
44,151,1
44,152,1
44,153,1
44,154,1
44,155,1
44,156,1
44,157,1
44,158,1
44,159,1
44,160,1
44,161,1
44,162,1
44,163,1
