run,tempo,presas
94,0,800
94,1,772
94,2,737
94,3,701
94,4,670
94,5,652
94,6,625
94,7,601
94,8,581
94,9,561
94,10,527
94,11,506
94,12,481
94,13,464
94,14,442
94,15,422
94,16,403
94,17,378
94,18,365
94,19,347
94,20,329
94,21,317
94,22,306
94,23,293
94,24,280
94,25,267
94,26,256
94,27,238
94,28,226
94,29,219
94,30,206
94,31,199
94,32,189
94,33,180
94,34,166
94,35,161
94,36,155
94,37,148
94,38,143
94,39,135
94,40,134
94,41,130
94,42,126
94,43,119
94,44,111
94,45,107
94,46,103
94,47,97
94,48,91
94,49,87
94,50,81
94,51,75
94,52,74
94,53,66
94,54,63
94,55,60
94,56,53
94,57,52
94,58,48
94,59,46
94,60,43
94,61,40
94,62,36
94,63,33
94,64,31
94,65,29
94,66,28
94,67,26
94,68,24
94,69,23
94,70,22
94,71,22
94,72,21
94,73,20
94,74,19
94,75,17
94,76,17
94,77,16
94,78,15
94,79,12
94,80,10
94,81,10
94,82,10
94,83,10
94,84,10
94,85,9
94,86,8
94,87,8
94,88,8
94,89,8
94,90,8
94,91,7
94,92,7
94,93,7
94,94,7
94,95,7
94,96,7
94,97,7
94,98,7
94,99,7
94,100,7
94,101,6
94,102,6
94,103,6
94,104,6
94,105,6
94,106,6
94,107,6
94,108,6
94,109,3
94,110,3
94,111,3
94,112,3
94,113,3
94,114,3
94,115,3
94,116,1
94,117,1
94,118,1
94,119,1
94,120,1
94,121,1
94,122,1
94,123,1
94,124,1
94,125,1
94,126,1
94,127,1
94,128,1
94,129,1
94,130,1
94,131,1
94,132,1
94,133,1
94,134,1
94,135,1
94,136,1
94,137,1
94,138,1
94,139,1
94,140,1
94,141,1
94,142,1
94,143,1
94,144,1
94,145,1
94,146,1
94,147,1
94,148,1
94,149,1
94,150,1
