run,steps,seed
5,1,982926238
4,2,982926237
9,2,982926242
7,2,982926240
12,2,982926245
10,3,982926243
17,1,982926250
3,4,982926236
15,2,982926248
2,5,982926235
18,2,982926251
6,6,982926239
8,7,982926241
23,2,982926256
13,6,982926246
20,4,982926253
26,1,982926259
24,3,982926257
21,4,982926254
14,7,982926247
19,6,982926252
11,9,982926244
32,1,982926265
30,2,982926263
33,2,982926266
36,1,982926269
38,1,982926271
29,5,982926262
34,4,982926267
31,6,982926264
16,13,982926249
25,8,982926258
28,8,982926261
37,4,982926270
42,1,982926275
35,6,982926268
44,1,982926277
27,9,982926260
40,3,982926273
43,4,982926276
41,5,982926274
50,2,982926283
45,5,982926278
51,4,982926284
48,6,982926281
55,2,982926288
54,5,982926287
52,6,982926285
46,8,982926279
53,6,982926286
49,9,982926282
58,4,982926291
57,5,982926290
56,6,982926289
61,2,982926294
1,26,982926234
59,3,982926292
62,2,982926295
60,3,982926293
63,2,982926296
65,1,982926298
68,1,982926301
70,1,982926303
64,2,982926297
73,1,982926306
74,1,982926307
67,3,982926300
69,3,982926302
66,4,982926299
22,26,982926255
78,2,982926311
75,4,982926308
71,5,982926304
47,15,982926280
77,5,982926310
85,2,982926318
80,5,982926313
39,20,982926272
72,7,982926305
86,2,982926319
83,4,982926316
79,6,982926312
76,7,982926309
92,1,982926325
84,4,982926317
82,5,982926315
87,2,982926320
95,2,982926328
88,3,982926321
81,7,982926314
93,3,982926326
89,4,982926322
90,4,982926323
96,3,982926329
99,3,982926332
103,2,982926336
97,4,982926330
104,2,982926337
100,4,982926333
94,6,982926327
107,2,982926340
105,4,982926338
98,7,982926331
91,9,982926324
102,7,982926335
101,8,982926334
106,7,982926339
110,5,982926343
116,1,982926349
113,4,982926346
112,5,982926345
117,2,982926350
115,4,982926348
123,1,982926356
122,2,982926355
109,8,982926342
111,5,982926344
127,1,982926360
120,4,982926353
128,3,982926361
108,8,982926341
126,5,982926359
121,4,982926354
134,2,982926367
130,6,982926363
133,4,982926366
125,8,982926358
132,6,982926365
124,10,982926357
129,7,982926362
137,1,982926370
131,8,982926364
118,9,982926351
138,2,982926371
140,1,982926373
139,2,982926372
143,1,982926376
135,5,982926368
149,1,982926382
136,5,982926369
142,3,982926375
141,4,982926374
146,3,982926379
152,3,982926385
151,4,982926384
150,5,982926383
144,7,982926377
153,4,982926386
145,7,982926378
154,4,982926387
156,3,982926389
148,9,982926381
158,3,982926391
160,3,982926393
155,7,982926388
163,2,982926396
166,1,982926399
162,4,982926395
159,5,982926392
161,5,982926394
157,6,982926390
147,11,982926380
165,4,982926398
114,22,982926347
168,3,982926401
176,2,982926409
164,7,982926397
172,5,982926405
171,5,982926404
169,6,982926402
177,3,982926410
178,2,982926411
183,1,982926416
170,7,982926403
173,7,982926406
167,9,982926400
182,3,982926415
179,4,982926412
186,2,982926419
181,5,982926414
174,9,982926407
187,4,982926420
189,3,982926422
180,9,982926413
190,5,982926423
184,8,982926417
191,5,982926424
194,5,982926427
199,1,982926432
193,5,982926426
195,5,982926428
185,9,982926418
198,3,982926431
197,4,982926430
201,3,982926434
206,3,982926439
188,14,982926421
204,5,982926437
209,1,982926442
208,2,982926441
205,7,982926438
175,22,982926408
213,2,982926446
211,4,982926444
207,8,982926440
210,6,982926443
215,2,982926448
119,52,982926352
217,3,982926450
216,5,982926449
202,15,982926435
221,2,982926454
192,17,982926425
196,19,982926429
214,9,982926447
223,2,982926456
222,3,982926455
227,1,982926460
212,12,982926445
219,8,982926452
229,1,982926462
228,4,982926461
203,18,982926436
225,6,982926458
232,2,982926465
226,5,982926459
235,2,982926468
224,9,982926457
238,2,982926471
240,2,982926473
242,1,982926475
233,7,982926466
230,8,982926463
236,7,982926469
239,6,982926472
243,3,982926476
246,1,982926479
237,8,982926470
241,6,982926474
249,1,982926482
218,21,982926451
248,2,982926481
245,4,982926478
220,20,982926453
250,3,982926483
251,2,982926484
200,29,982926433
252,2,982926485
255,3,982926488
247,6,982926480
260,2,982926493
258,3,982926491
257,3,982926490
254,5,982926487
256,5,982926489
244,10,982926477
259,5,982926492
267,1,982926500
263,3,982926496
262,4,982926495
264,4,982926497
261,5,982926494
268,3,982926501
231,21,982926464
272,2,982926505
265,5,982926498
253,10,982926486
277,1,982926510
271,4,982926504
269,5,982926502
266,5,982926499
274,3,982926507
273,4,982926506
270,5,982926503
279,3,982926512
284,2,982926517
278,5,982926511
281,4,982926514
288,1,982926521
282,4,982926515
280,5,982926513
291,2,982926524
290,2,982926523
286,6,982926519
294,1,982926527
283,7,982926516
289,5,982926522
293,4,982926526
296,2,982926529
285,9,982926518
276,14,982926509
292,7,982926525
295,6,982926528
303,1,982926536
299,5,982926532
305,1,982926538
304,2,982926537
308,1,982926541
306,2,982926539
307,2,982926540
298,8,982926531
301,8,982926534
302,9,982926535
310,4,982926543
314,1,982926547
316,1,982926549
315,1,982926548
312,5,982926545
311,6,982926544
309,6,982926542
322,1,982926555
319,2,982926552
320,3,982926553
275,23,982926508
325,2,982926558
324,4,982926557
327,2,982926560
323,6,982926556
321,8,982926554
317,9,982926550
329,1,982926562
331,1,982926564
330,2,982926563
300,21,982926533
326,6,982926559
332,3,982926565
334,2,982926567
333,3,982926566
313,16,982926546
340,2,982926573
337,2,982926570
339,4,982926572
342,4,982926575
336,5,982926569
343,4,982926576
345,2,982926578
328,10,982926561
341,9,982926574
335,11,982926568
347,1,982926580
348,1,982926581
338,8,982926571
346,3,982926579
351,2,982926584
355,3,982926588
356,2,982926589
349,6,982926582
234,37,982926467
359,1,982926592
353,6,982926586
352,6,982926585
360,2,982926593
358,3,982926591
344,13,982926577
363,3,982926596
365,2,982926598
362,4,982926595
364,3,982926597
366,2,982926599
357,8,982926590
361,6,982926594
354,12,982926587
297,46,982926530
368,3,982926601
372,1,982926605
318,32,982926551
369,5,982926602
371,4,982926604
370,5,982926603
377,2,982926610
374,3,982926607
373,4,982926606
379,1,982926612
376,3,982926609
385,1,982926618
383,2,982926616
386,2,982926619
389,1,982926622
367,10,982926600
390,1,982926623
381,6,982926614
378,7,982926611
382,7,982926615
392,2,982926625
388,5,982926621
394,1,982926627
380,8,982926613
391,3,982926624
396,1,982926629
399,1,982926632
384,9,982926617
375,12,982926608
393,4,982926626
400,3,982926633
398,4,982926631
287,46,982926520
387,10,982926620
395,6,982926628
402,4,982926635
407,2,982926640
410,1,982926643
397,7,982926630
405,5,982926638
404,5,982926637
401,7,982926634
408,4,982926641
403,8,982926636
415,2,982926648
413,3,982926646
409,5,982926642
412,4,982926645
406,6,982926639
418,2,982926651
414,5,982926647
425,2,982926658
421,3,982926654
423,3,982926656
424,3,982926657
427,1,982926660
429,1,982926662
430,1,982926663
419,6,982926652
428,3,982926661
411,11,982926644
426,5,982926659
422,8,982926655
435,1,982926668
350,41,982926583
437,1,982926670
438,2,982926671
434,5,982926667
416,12,982926649
433,6,982926666
440,3,982926673
444,1,982926677
436,5,982926669
445,1,982926678
417,14,982926650
431,8,982926664
442,3,982926675
439,6,982926672
449,1,982926682
441,6,982926674
450,2,982926683
454,1,982926687
448,3,982926681
453,2,982926686
457,1,982926690
451,4,982926684
458,5,982926691
443,8,982926676
455,4,982926688
456,6,982926689
461,2,982926694
447,8,982926680
460,5,982926693
463,2,982926696
452,9,982926685
465,3,982926698
462,3,982926695
470,1,982926703
420,21,982926653
464,4,982926697
432,19,982926665
459,6,982926692
446,13,982926679
473,2,982926706
475,1,982926708
476,1,982926709
467,6,982926700
471,4,982926704
474,3,982926707
478,2,982926711
479,3,982926712
484,2,982926717
481,3,982926714
487,1,982926720
486,3,982926719
466,11,982926699
485,5,982926718
480,7,982926713
488,3,982926721
489,2,982926722
482,7,982926715
483,7,982926716
495,2,982926728
491,3,982926724
497,2,982926730
494,3,982926727
468,12,982926701
498,1,982926731
493,5,982926726
500,2,982926733
469,14,982926702
502,3,982926735
506,1,982926739
490,9,982926723
505,2,982926738
503,4,982926736
492,8,982926725
496,7,982926729
504,4,982926737
501,6,982926734
510,2,982926743
499,7,982926732
509,3,982926742
514,1,982926747
507,4,982926740
513,2,982926746
517,1,982926750
472,22,982926705
522,1,982926755
511,5,982926744
516,3,982926749
515,3,982926748
519,3,982926752
523,2,982926756
521,3,982926754
520,3,982926753
512,6,982926745
530,1,982926763
477,24,982926710
528,2,982926761
525,3,982926758
508,8,982926741
527,3,982926760
533,1,982926766
524,4,982926757
526,4,982926759
535,1,982926768
518,7,982926751
534,2,982926767
531,4,982926764
539,2,982926772
529,6,982926762
532,6,982926765
540,3,982926773
546,1,982926779
545,2,982926778
536,4,982926769
544,3,982926777
548,1,982926781
547,2,982926780
543,4,982926776
538,6,982926771
550,2,982926783
537,7,982926770
552,3,982926785
555,2,982926788
549,5,982926782
553,5,982926786
556,5,982926789
554,5,982926787
560,3,982926793
557,5,982926790
562,2,982926795
541,9,982926774
551,7,982926784
564,1,982926797
561,4,982926794
542,10,982926775
558,6,982926791
570,1,982926803
569,3,982926802
574,2,982926807
571,4,982926804
563,6,982926796
566,5,982926799
576,1,982926809
568,5,982926801
565,6,982926798
580,1,982926813
573,5,982926806
575,5,982926808
582,1,982926815
559,11,982926792
572,6,982926805
577,3,982926810
587,1,982926820
567,8,982926800
585,2,982926818
586,2,982926819
588,2,982926821
579,4,982926812
593,1,982926826
594,1,982926827
583,5,982926816
595,3,982926828
592,4,982926825
584,7,982926817
597,3,982926830
600,1,982926833
589,7,982926822
596,5,982926829
581,9,982926814
599,4,982926832
603,2,982926836
598,5,982926831
578,12,982926811
601,5,982926834
604,3,982926837
590,9,982926823
611,2,982926844
613,1,982926846
607,4,982926840
606,4,982926839
614,1,982926847
591,10,982926824
602,9,982926835
619,1,982926852
618,2,982926851
617,3,982926850
623,1,982926856
608,9,982926841
621,3,982926854
610,8,982926843
622,4,982926855
627,1,982926860
624,3,982926857
616,7,982926849
630,1,982926863
615,9,982926848
629,2,982926862
605,12,982926838
628,4,982926861
632,2,982926865
635,1,982926868
637,1,982926870
640,1,982926873
638,3,982926871
636,4,982926869
625,8,982926858
643,1,982926876
631,7,982926864
633,6,982926866
634,6,982926867
644,2,982926877
647,1,982926880
641,4,982926874
620,14,982926853
650,1,982926883
645,3,982926878
649,2,982926882
646,3,982926879
626,12,982926859
648,3,982926881
657,1,982926890
656,2,982926889
658,2,982926891
609,18,982926842
651,5,982926884
655,4,982926888
653,4,982926886
665,1,982926898
612,26,982926845
639,13,982926872
666,1,982926899
660,5,982926893
668,1,982926901
659,6,982926892
652,8,982926885
671,1,982926904
670,2,982926903
667,3,982926900
669,3,982926902
663,7,982926896
675,1,982926908
654,10,982926887
673,3,982926906
672,3,982926905
664,8,982926897
678,1,982926911
662,9,982926895
679,2,982926912
681,2,982926914
686,1,982926919
680,4,982926913
677,6,982926910
688,1,982926921
683,4,982926916
676,6,982926909
687,3,982926920
674,8,982926907
690,2,982926923
684,7,982926917
692,3,982926925
694,2,982926927
696,1,982926929
693,4,982926926
685,8,982926918
691,5,982926924
697,3,982926930
699,3,982926932
702,2,982926935
700,4,982926933
682,11,982926915
689,8,982926922
706,1,982926939
698,4,982926931
705,2,982926938
703,4,982926936
707,2,982926940
708,1,982926941
710,1,982926943
701,6,982926934
704,5,982926937
709,3,982926942
716,2,982926949
711,3,982926944
717,3,982926950
718,2,982926951
712,6,982926945
695,12,982926928
721,3,982926954
720,3,982926953
715,6,982926948
728,1,982926961
722,4,982926955
729,1,982926962
730,1,982926963
723,6,982926956
713,10,982926946
725,5,982926958
727,5,982926960
736,1,982926969
734,2,982926967
719,10,982926952
731,5,982926964
739,3,982926972
732,7,982926965
733,4,982926966
735,3,982926968
724,11,982926957
741,2,982926974
740,4,982926973
737,4,982926970
746,1,982926979
661,36,982926894
745,2,982926978
726,12,982926959
738,9,982926971
750,2,982926983
753,1,982926986
642,39,982926875
744,7,982926977
742,8,982926975
751,4,982926984
748,5,982926981
756,2,982926989
743,8,982926976
754,4,982926987
755,3,982926988
747,7,982926980
761,1,982926994
762,1,982926995
763,1,982926996
765,2,982926998
752,8,982926985
764,3,982926997
760,4,982926993
768,2,982927001
767,3,982927000
766,4,982926999
759,6,982926992
775,1,982927008
769,5,982927002
757,10,982926990
758,9,982926991
773,4,982927006
770,5,982927003
777,2,982927010
772,5,982927005
774,4,982927007
781,1,982927014
782,1,982927015
786,1,982927019
783,2,982927016
780,3,982927013
749,17,982926982
778,5,982927011
779,6,982927012
776,7,982927009
785,6,982927018
791,4,982927024
790,5,982927023
771,12,982927004
784,8,982927017
787,8,982927020
792,4,982927025
795,3,982927028
793,5,982927026
801,1,982927034
794,5,982927027
788,8,982927021
789,8,982927022
798,3,982927031
802,2,982927035
797,4,982927030
800,4,982927033
810,1,982927043
714,34,982926947
799,6,982927032
796,8,982927029
808,4,982927041
804,4,982927037
814,2,982927047
805,6,982927038
816,2,982927049
812,4,982927045
807,7,982927040
811,6,982927044
820,2,982927053
818,3,982927051
809,8,982927042
815,5,982927048
806,9,982927039
823,2,982927056
821,4,982927054
813,8,982927046
825,2,982927058
803,12,982927036
831,1,982927064
833,2,982927066
828,4,982927061
819,8,982927052
826,5,982927059
824,6,982927057
827,5,982927060
822,7,982927055
817,10,982927050
836,1,982927069
837,1,982927070
841,1,982927074
830,6,982927063
838,2,982927071
834,4,982927067
840,3,982927073
829,8,982927062
845,2,982927078
839,4,982927072
849,1,982927082
850,1,982927083
835,5,982927068
842,5,982927075
847,4,982927080
844,5,982927077
853,2,982927086
846,5,982927079
858,1,982927091
843,7,982927076
