run,tempo,presas
51,0,800
51,1,771
51,2,736
51,3,707
51,4,673
51,5,646
51,6,622
51,7,591
51,8,561
51,9,539
51,10,511
51,11,491
51,12,466
51,13,447
51,14,436
51,15,412
51,16,399
51,17,387
51,18,369
51,19,356
51,20,335
51,21,323
51,22,308
51,23,296
51,24,284
51,25,265
51,26,254
51,27,244
51,28,238
51,29,229
51,30,221
51,31,211
51,32,203
51,33,194
51,34,188
51,35,180
51,36,166
51,37,158
51,38,155
51,39,144
51,40,139
51,41,132
51,42,124
51,43,120
51,44,116
51,45,111
51,46,104
51,47,100
51,48,97
51,49,94
51,50,88
51,51,83
51,52,82
51,53,77
51,54,73
51,55,71
51,56,67
51,57,65
51,58,64
51,59,63
51,60,59
51,61,55
51,62,51
51,63,49
51,64,45
51,65,43
51,66,42
51,67,39
51,68,38
51,69,35
51,70,34
51,71,34
51,72,34
51,73,34
51,74,34
51,75,34
51,76,32
51,77,30
51,78,27
51,79,25
51,80,23
51,81,21
51,82,20
51,83,19
51,84,18
51,85,17
51,86,16
51,87,16
51,88,16
51,89,15
51,90,11
51,91,10
51,92,10
51,93,10
51,94,9
51,95,8
51,96,8
51,97,8
51,98,8
51,99,8
51,100,8
51,101,8
51,102,8
51,103,8
51,104,6
51,105,6
51,106,6
51,107,6
51,108,6
51,109,6
51,110,5
51,111,5
51,112,5
51,113,5
51,114,5
51,115,5
51,116,5
51,117,4
51,118,4
51,119,4
51,120,4
51,121,4
51,122,4
51,123,4
51,124,3
51,125,2
51,126,2
51,127,2
51,128,2
51,129,2
51,130,2
51,131,2
51,132,2
51,133,2
51,134,2
51,135,2
51,136,2
51,137,2
51,138,2
51,139,2
51,140,2
51,141,2
51,142,2
51,143,2
51,144,1
51,145,1
51,146,1
51,147,1
51,148,1
51,149,1
