run,steps,escapers,seed
453,1,10,3916176098
454,1,10,3916176099
456,1,10,3916176101
457,1,10,3916176102
458,1,10,3916176103
459,1,10,3916176104
460,1,10,3916176105
461,1,10,3916176106
463,1,10,3916176108
462,1,10,3916176107
455,1,10,3916176100
465,1,10,3916176110
464,1,10,3916176109
468,1,10,3916176113
470,1,10,3916176115
467,1,10,3916176112
469,1,10,3916176114
471,1,10,3916176116
472,1,10,3916176117
474,1,10,3916176119
475,1,10,3916176120
477,1,10,3916176122
478,1,10,3916176123
466,1,10,3916176111
481,1,10,3916176126
479,1,10,3916176124
480,1,10,3916176125
473,1,10,3916176118
482,1,10,3916176127
483,1,10,3916176128
484,1,10,3916176129
485,1,10,3916176130
487,1,10,3916176132
486,1,10,3916176131
476,1,10,3916176121
491,1,10,3916176136
492,1,10,3916176137
490,1,10,3916176135
493,1,10,3916176138
488,1,10,3916176133
489,1,10,3916176134
495,1,10,3916176140
494,1,10,3916176139
496,1,10,3916176141
497,1,10,3916176142
498,1,10,3916176143
499,1,10,3916176144
501,1,10,3916176146
500,1,10,3916176145
502,1,10,3916176147
504,1,10,3916176149
505,1,10,3916176150
506,1,10,3916176151
507,1,10,3916176152
503,1,10,3916176148
508,1,10,3916176153
509,1,10,3916176154
510,1,10,3916176155
513,1,10,3916176158
512,1,10,3916176157
515,1,10,3916176160
518,1,10,3916176163
517,1,10,3916176162
514,1,10,3916176159
516,1,10,3916176161
519,1,10,3916176164
520,1,10,3916176165
511,1,10,3916176156
521,1,10,3916176166
522,1,10,3916176167
524,1,10,3916176169
523,1,10,3916176168
525,1,10,3916176170
526,1,10,3916176171
527,1,10,3916176172
528,1,10,3916176173
529,1,10,3916176174
530,1,10,3916176175
531,1,10,3916176176
532,1,10,3916176177
533,1,10,3916176178
534,1,10,3916176179
536,1,10,3916176181
535,1,10,3916176180
537,1,10,3916176182
538,1,10,3916176183
539,1,10,3916176184
540,1,10,3916176185
541,1,10,3916176186
542,1,10,3916176187
543,1,10,3916176188
544,1,10,3916176189
545,1,10,3916176190
546,1,10,3916176191
547,1,10,3916176192
548,1,10,3916176193
549,1,10,3916176194
550,1,10,3916176195
552,1,10,3916176197
551,1,10,3916176196
553,1,10,3916176198
554,1,10,3916176199
555,1,10,3916176200
556,1,10,3916176201
557,1,10,3916176202
558,1,10,3916176203
559,1,10,3916176204
560,1,10,3916176205
561,1,10,3916176206
562,1,10,3916176207
563,1,10,3916176208
564,1,10,3916176209
565,1,10,3916176210
566,1,10,3916176211
567,1,10,3916176212
568,1,10,3916176213
569,1,10,3916176214
570,1,10,3916176215
571,1,10,3916176216
572,1,10,3916176217
573,1,10,3916176218
574,1,10,3916176219
575,1,10,3916176220
576,1,10,3916176221
577,1,10,3916176222
578,1,10,3916176223
579,1,10,3916176224
580,1,10,3916176225
581,1,10,3916176226
582,1,10,3916176227
583,1,10,3916176228
584,1,10,3916176229
585,1,10,3916176230
588,1,10,3916176233
586,1,10,3916176231
587,1,10,3916176232
589,1,10,3916176234
590,1,10,3916176235
591,1,10,3916176236
592,1,10,3916176237
593,1,10,3916176238
594,1,10,3916176239
595,1,10,3916176240
596,1,10,3916176241
597,1,10,3916176242
598,1,10,3916176243
599,1,10,3916176244
600,1,10,3916176245
601,1,10,3916176246
602,1,10,3916176247
603,1,10,3916176248
604,1,10,3916176249
605,1,10,3916176250
606,1,10,3916176251
607,1,10,3916176252
608,1,10,3916176253
609,1,10,3916176254
610,1,10,3916176255
611,1,10,3916176256
612,1,10,3916176257
613,1,10,3916176258
614,1,10,3916176259
615,1,10,3916176260
616,1,10,3916176261
617,1,10,3916176262
618,1,10,3916176263
619,1,10,3916176264
620,1,10,3916176265
621,1,10,3916176266
622,1,10,3916176267
623,1,10,3916176268
624,1,10,3916176269
625,1,10,3916176270
626,1,10,3916176271
627,1,10,3916176272
628,1,10,3916176273
629,1,10,3916176274
630,1,10,3916176275
631,1,10,3916176276
632,1,10,3916176277
633,1,10,3916176278
634,1,10,3916176279
635,1,10,3916176280
636,1,10,3916176281
637,1,10,3916176282
638,1,10,3916176283
639,1,10,3916176284
640,1,10,3916176285
641,1,10,3916176286
642,1,10,3916176287
643,1,10,3916176288
644,1,10,3916176289
645,1,10,3916176290
646,1,10,3916176291
647,1,10,3916176292
648,1,10,3916176293
649,1,10,3916176294
650,1,10,3916176295
651,1,10,3916176296
652,1,10,3916176297
653,1,10,3916176298
654,1,10,3916176299
655,1,10,3916176300
656,1,10,3916176301
657,1,10,3916176302
658,1,10,3916176303
659,1,10,3916176304
660,1,10,3916176305
661,1,10,3916176306
662,1,10,3916176307
663,1,10,3916176308
664,1,10,3916176309
665,1,10,3916176310
666,1,10,3916176311
667,1,10,3916176312
668,1,10,3916176313
669,1,10,3916176314
670,1,10,3916176315
671,1,10,3916176316
672,1,10,3916176317
673,1,10,3916176318
674,1,10,3916176319
675,1,10,3916176320
676,1,10,3916176321
677,1,10,3916176322
678,1,10,3916176323
679,1,10,3916176324
680,1,10,3916176325
681,1,10,3916176326
682,1,10,3916176327
683,1,10,3916176328
684,1,10,3916176329
685,1,10,3916176330
686,1,10,3916176331
687,1,10,3916176332
688,1,10,3916176333
689,1,10,3916176334
691,1,10,3916176336
692,1,10,3916176337
690,1,10,3916176335
693,1,10,3916176338
694,1,10,3916176339
696,1,10,3916176341
695,1,10,3916176340
697,1,10,3916176342
698,1,10,3916176343
700,1,10,3916176345
701,1,10,3916176346
704,1,10,3916176349
702,1,10,3916176347
703,1,10,3916176348
705,1,10,3916176350
706,1,10,3916176351
707,1,10,3916176352
708,1,10,3916176353
709,1,10,3916176354
710,1,10,3916176355
711,1,10,3916176356
712,1,10,3916176357
699,1,10,3916176344
713,1,10,3916176358
714,1,10,3916176359
715,1,10,3916176360
716,1,10,3916176361
717,1,10,3916176362
718,1,10,3916176363
719,1,10,3916176364
720,1,10,3916176365
721,1,10,3916176366
722,1,10,3916176367
723,1,10,3916176368
724,1,10,3916176369
725,1,10,3916176370
726,1,10,3916176371
727,1,10,3916176372
728,1,10,3916176373
729,1,10,3916176374
730,1,10,3916176375
731,1,10,3916176376
732,1,10,3916176377
733,1,10,3916176378
734,1,10,3916176379
735,1,10,3916176380
736,1,10,3916176381
737,1,10,3916176382
738,1,10,3916176383
739,1,10,3916176384
740,1,10,3916176385
741,1,10,3916176386
743,1,10,3916176388
742,1,10,3916176387
744,1,10,3916176389
745,1,10,3916176390
746,1,10,3916176391
747,1,10,3916176392
748,1,10,3916176393
749,1,10,3916176394
750,1,10,3916176395
751,1,10,3916176396
753,1,10,3916176398
755,1,10,3916176400
754,1,10,3916176399
756,1,10,3916176401
752,1,10,3916176397
758,1,10,3916176403
757,1,10,3916176402
759,1,10,3916176404
760,1,10,3916176405
761,1,10,3916176406
762,1,10,3916176407
763,1,10,3916176408
764,1,10,3916176409
765,1,10,3916176410
768,1,10,3916176413
767,1,10,3916176412
772,1,10,3916176417
769,1,10,3916176414
766,1,10,3916176411
770,1,10,3916176415
774,1,10,3916176419
773,1,10,3916176418
775,1,10,3916176420
777,1,10,3916176422
771,1,10,3916176416
776,1,10,3916176421
778,1,10,3916176423
779,1,10,3916176424
780,1,10,3916176425
781,1,10,3916176426
782,1,10,3916176427
783,1,10,3916176428
784,1,10,3916176429
785,1,10,3916176430
786,1,10,3916176431
787,1,10,3916176432
788,1,10,3916176433
789,1,10,3916176434
790,1,10,3916176435
791,1,10,3916176436
792,1,10,3916176437
793,1,10,3916176438
794,1,10,3916176439
795,1,10,3916176440
796,1,10,3916176441
797,1,10,3916176442
799,1,10,3916176444
800,1,10,3916176445
801,1,10,3916176446
802,1,10,3916176447
798,1,10,3916176443
803,1,10,3916176448
804,1,10,3916176449
805,1,10,3916176450
806,1,10,3916176451
807,1,10,3916176452
808,1,10,3916176453
809,1,10,3916176454
810,1,10,3916176455
811,1,10,3916176456
812,1,10,3916176457
813,1,10,3916176458
814,1,10,3916176459
815,1,10,3916176460
816,1,10,3916176461
817,1,10,3916176462
818,1,10,3916176463
819,1,10,3916176464
820,1,10,3916176465
821,1,10,3916176466
822,1,10,3916176467
823,1,10,3916176468
824,1,10,3916176469
825,1,10,3916176470
826,1,10,3916176471
827,1,10,3916176472
828,1,10,3916176473
829,1,10,3916176474
830,1,10,3916176475
831,1,10,3916176476
833,1,10,3916176478
834,1,10,3916176479
835,1,10,3916176480
836,1,10,3916176481
837,1,10,3916176482
832,1,10,3916176477
838,1,10,3916176483
839,1,10,3916176484
840,1,10,3916176485
841,1,10,3916176486
842,1,10,3916176487
844,1,10,3916176489
843,1,10,3916176488
845,1,10,3916176490
846,1,10,3916176491
848,1,10,3916176493
847,1,10,3916176492
849,1,10,3916176494
850,1,10,3916176495
851,1,10,3916176496
852,1,10,3916176497
853,1,10,3916176498
854,1,10,3916176499
855,1,10,3916176500
856,1,10,3916176501
857,1,10,3916176502
858,1,10,3916176503
859,1,10,3916176504
860,1,10,3916176505
861,1,10,3916176506
862,1,10,3916176507
864,1,10,3916176509
863,1,10,3916176508
865,1,10,3916176510
866,1,10,3916176511
867,1,10,3916176512
868,1,10,3916176513
869,1,10,3916176514
870,1,10,3916176515
871,1,10,3916176516
872,1,10,3916176517
873,1,10,3916176518
874,1,10,3916176519
875,1,10,3916176520
876,1,10,3916176521
877,1,10,3916176522
878,1,10,3916176523
879,1,10,3916176524
880,1,10,3916176525
881,1,10,3916176526
882,1,10,3916176527
883,1,10,3916176528
884,1,10,3916176529
885,1,10,3916176530
886,1,10,3916176531
887,1,10,3916176532
888,1,10,3916176533
889,1,10,3916176534
890,1,10,3916176535
892,1,10,3916176537
893,1,10,3916176538
894,1,10,3916176539
891,1,10,3916176536
895,1,10,3916176540
897,1,10,3916176542
896,1,10,3916176541
898,1,10,3916176543
899,1,10,3916176544
900,1,10,3916176545
901,1,10,3916176546
902,1,10,3916176547
903,1,10,3916176548
904,1,10,3916176549
905,1,10,3916176550
906,1,10,3916176551
907,1,10,3916176552
908,1,10,3916176553
909,1,10,3916176554
910,1,10,3916176555
911,1,10,3916176556
912,1,10,3916176557
913,1,10,3916176558
914,1,10,3916176559
915,1,10,3916176560
916,1,10,3916176561
917,1,10,3916176562
918,1,10,3916176563
919,1,10,3916176564
920,1,10,3916176565
921,1,10,3916176566
922,1,10,3916176567
923,1,10,3916176568
924,1,10,3916176569
925,1,10,3916176570
926,1,10,3916176571
927,1,10,3916176572
928,1,10,3916176573
929,1,10,3916176574
930,1,10,3916176575
931,1,10,3916176576
933,1,10,3916176578
932,1,10,3916176577
934,1,10,3916176579
935,1,10,3916176580
936,1,10,3916176581
937,1,10,3916176582
938,1,10,3916176583
939,1,10,3916176584
940,1,10,3916176585
941,1,10,3916176586
942,1,10,3916176587
943,1,10,3916176588
945,1,10,3916176590
944,1,10,3916176589
946,1,10,3916176591
947,1,10,3916176592
948,1,10,3916176593
949,1,10,3916176594
950,1,10,3916176595
951,1,10,3916176596
952,1,10,3916176597
953,1,10,3916176598
954,1,10,3916176599
955,1,10,3916176600
956,1,10,3916176601
957,1,10,3916176602
958,1,10,3916176603
959,1,10,3916176604
960,1,10,3916176605
961,1,10,3916176606
962,1,10,3916176607
963,1,10,3916176608
964,1,10,3916176609
965,1,10,3916176610
966,1,10,3916176611
968,1,10,3916176613
969,1,10,3916176614
967,1,10,3916176612
970,1,10,3916176615
971,1,10,3916176616
972,1,10,3916176617
973,1,10,3916176618
974,1,10,3916176619
975,1,10,3916176620
976,1,10,3916176621
977,1,10,3916176622
978,1,10,3916176623
979,1,10,3916176624
980,1,10,3916176625
981,1,10,3916176626
982,1,10,3916176627
983,1,10,3916176628
984,1,10,3916176629
985,1,10,3916176630
986,1,10,3916176631
987,1,10,3916176632
988,1,10,3916176633
989,1,10,3916176634
990,1,10,3916176635
992,1,10,3916176637
991,1,10,3916176636
993,1,10,3916176638
994,1,10,3916176639
995,1,10,3916176640
996,1,10,3916176641
997,1,10,3916176642
998,1,10,3916176643
999,1,10,3916176644
1000,1,10,3916176645
