run,tempo,presas
66,0,800
66,1,768
66,2,733
66,3,705
66,4,686
66,5,667
66,6,638
66,7,614
66,8,597
66,9,571
66,10,540
66,11,516
66,12,496
66,13,474
66,14,452
66,15,428
66,16,408
66,17,398
66,18,381
66,19,364
66,20,351
66,21,331
66,22,319
66,23,301
66,24,284
66,25,272
66,26,260
66,27,246
66,28,236
66,29,224
66,30,214
66,31,209
66,32,199
66,33,192
66,34,181
66,35,171
66,36,160
66,37,151
66,38,144
66,39,132
66,40,128
66,41,123
66,42,117
66,43,111
66,44,107
66,45,100
66,46,94
66,47,92
66,48,89
66,49,86
66,50,85
66,51,81
66,52,78
66,53,72
66,54,71
66,55,67
66,56,64
66,57,62
66,58,61
66,59,59
66,60,57
66,61,49
66,62,49
66,63,49
66,64,46
66,65,43
66,66,43
66,67,39
66,68,36
66,69,32
66,70,30
66,71,28
66,72,27
66,73,26
66,74,26
66,75,25
66,76,24
66,77,24
66,78,24
66,79,21
66,80,20
66,81,18
66,82,18
66,83,18
66,84,15
66,85,14
66,86,12
66,87,12
66,88,11
66,89,11
66,90,11
66,91,11
66,92,11
66,93,11
66,94,11
66,95,10
66,96,9
66,97,9
66,98,9
66,99,9
66,100,9
66,101,9
66,102,8
66,103,6
66,104,6
66,105,6
66,106,5
66,107,5
66,108,5
66,109,5
66,110,4
66,111,4
66,112,4
66,113,4
66,114,4
66,115,4
66,116,4
66,117,4
66,118,4
66,119,4
66,120,4
66,121,4
66,122,4
66,123,4
66,124,4
66,125,4
66,126,4
66,127,4
66,128,4
66,129,4
66,130,4
66,131,4
66,132,4
66,133,4
66,134,4
66,135,3
66,136,3
66,137,3
66,138,3
66,139,3
66,140,3
66,141,3
66,142,3
66,143,3
66,144,3
66,145,2
66,146,2
66,147,2
66,148,1
66,149,1
66,150,1
66,151,1
