run,steps,seed
2,1,41217852
5,1,41217855
1,7,41217851
6,4,41217856
8,2,41217858
7,2,41217857
3,7,41217853
9,1,41217859
10,2,41217860
4,10,41217854
13,3,41217863
14,2,41217864
12,6,41217862
15,5,41217865
11,10,41217861
18,3,41217868
19,4,41217869
17,8,41217867
16,7,41217866
22,2,41217872
20,5,41217870
23,6,41217873
24,4,41217874
21,9,41217871
27,3,41217877
26,3,41217876
25,9,41217875
31,1,41217881
29,5,41217879
32,1,41217882
33,3,41217883
28,8,41217878
30,8,41217880
36,4,41217886
38,2,41217888
39,2,41217889
34,12,41217884
37,6,41217887
42,2,41217892
41,3,41217891
40,4,41217890
44,1,41217894
43,5,41217893
35,15,41217885
48,1,41217898
45,3,41217895
47,2,41217897
51,1,41217901
46,8,41217896
50,4,41217900
49,6,41217899
54,2,41217904
52,7,41217902
55,4,41217905
56,3,41217906
53,8,41217903
57,2,41217907
61,4,41217911
59,4,41217909
60,5,41217910
63,3,41217913
64,4,41217914
62,7,41217912
58,12,41217908
67,3,41217917
65,5,41217915
66,4,41217916
68,4,41217918
71,2,41217921
72,1,41217922
70,3,41217920
69,4,41217919
75,2,41217925
73,8,41217923
78,1,41217928
74,10,41217924
79,1,41217929
76,10,41217926
82,1,41217932
81,7,41217931
83,8,41217933
77,16,41217927
85,4,41217935
86,4,41217936
87,2,41217937
84,13,41217934
88,4,41217938
89,6,41217939
92,3,41217942
90,7,41217940
94,3,41217944
93,8,41217943
95,3,41217945
96,5,41217946
97,3,41217947
98,1,41217948
100,3,41217950
99,4,41217949
102,1,41217952
101,1,41217951
104,3,41217954
105,4,41217955
80,51,41217930
107,1,41217957
108,4,41217958
109,1,41217959
91,33,41217941
106,14,41217956
111,3,41217961
110,7,41217960
113,5,41217963
115,2,41217965
112,9,41217962
116,1,41217966
114,5,41217964
118,1,41217968
117,5,41217967
103,33,41217953
122,1,41217972
120,3,41217970
119,7,41217969
121,6,41217971
126,1,41217976
124,5,41217974
127,1,41217977
123,7,41217973
129,2,41217979
130,3,41217980
131,3,41217981
128,7,41217978
125,9,41217975
132,6,41217982
134,3,41217984
133,5,41217983
138,1,41217988
137,2,41217987
136,5,41217986
141,3,41217991
135,10,41217985
142,1,41217992
143,2,41217993
140,8,41217990
144,5,41217994
146,2,41217996
145,4,41217995
