run,tempo,presas
26,0,800
26,1,761
26,2,739
26,3,712
26,4,683
26,5,658
26,6,639
26,7,615
26,8,582
26,9,566
26,10,537
26,11,520
26,12,500
26,13,477
26,14,448
26,15,430
26,16,415
26,17,400
26,18,384
26,19,369
26,20,351
26,21,330
26,22,310
26,23,299
26,24,291
26,25,275
26,26,259
26,27,252
26,28,238
26,29,225
26,30,213
26,31,204
26,32,201
26,33,194
26,34,187
26,35,179
26,36,175
26,37,167
26,38,160
26,39,156
26,40,151
26,41,145
26,42,140
26,43,133
26,44,128
26,45,121
26,46,112
26,47,106
26,48,100
26,49,97
26,50,96
26,51,91
26,52,86
26,53,82
26,54,76
26,55,71
26,56,69
26,57,66
26,58,64
26,59,62
26,60,60
26,61,57
26,62,55
26,63,50
26,64,49
26,65,47
26,66,45
26,67,42
26,68,39
26,69,39
26,70,38
26,71,38
26,72,37
26,73,34
26,74,32
26,75,31
26,76,30
26,77,28
26,78,26
26,79,24
26,80,24
26,81,24
26,82,24
26,83,22
26,84,21
26,85,21
26,86,21
26,87,21
26,88,20
26,89,19
26,90,18
26,91,18
26,92,17
26,93,16
26,94,16
26,95,15
26,96,13
26,97,12
26,98,11
26,99,11
26,100,11
26,101,11
26,102,10
26,103,10
26,104,10
26,105,10
26,106,9
26,107,9
26,108,8
26,109,7
26,110,7
26,111,6
26,112,6
26,113,6
26,114,6
26,115,6
26,116,6
26,117,6
26,118,6
26,119,6
26,120,5
26,121,5
26,122,5
26,123,5
26,124,3
26,125,3
26,126,3
26,127,3
26,128,3
26,129,3
26,130,3
26,131,3
26,132,3
26,133,3
26,134,3
26,135,3
26,136,2
26,137,2
