run,tempo,presas
18,0,800
18,1,771
18,2,743
18,3,716
18,4,685
18,5,661
18,6,634
18,7,613
18,8,592
18,9,571
18,10,550
18,11,523
18,12,498
18,13,473
18,14,451
18,15,430
18,16,414
18,17,399
18,18,384
18,19,366
18,20,345
18,21,328
18,22,313
18,23,302
18,24,288
18,25,274
18,26,259
18,27,252
18,28,239
18,29,232
18,30,219
18,31,214
18,32,206
18,33,203
18,34,184
18,35,178
18,36,168
18,37,162
18,38,153
18,39,145
18,40,139
18,41,132
18,42,123
18,43,120
18,44,111
18,45,106
18,46,100
18,47,97
18,48,97
18,49,95
18,50,92
18,51,89
18,52,84
18,53,79
18,54,74
18,55,71
18,56,70
18,57,66
18,58,65
18,59,60
18,60,59
18,61,56
18,62,54
18,63,51
18,64,48
18,65,46
18,66,45
18,67,43
18,68,42
18,69,39
18,70,39
18,71,35
18,72,32
18,73,30
18,74,29
18,75,28
18,76,27
18,77,27
18,78,26
18,79,25
18,80,23
18,81,23
18,82,23
18,83,21
18,84,19
18,85,19
18,86,19
18,87,17
18,88,16
18,89,15
18,90,15
18,91,14
18,92,14
18,93,14
18,94,13
18,95,12
18,96,11
18,97,11
18,98,11
18,99,11
18,100,11
18,101,10
18,102,10
18,103,9
18,104,8
18,105,6
18,106,6
18,107,6
18,108,5
18,109,5
18,110,5
18,111,5
18,112,4
18,113,3
18,114,3
18,115,3
18,116,1
18,117,1
18,118,1
18,119,1
18,120,1
18,121,1
18,122,1
18,123,1
18,124,1
18,125,1
18,126,1
18,127,1
