run,tempo,presas
84,0,800
84,1,765
84,2,728
84,3,696
84,4,670
84,5,640
84,6,619
84,7,588
84,8,561
84,9,539
84,10,510
84,11,492
84,12,474
84,13,455
84,14,432
84,15,409
84,16,395
84,17,377
84,18,362
84,19,345
84,20,321
84,21,306
84,22,300
84,23,290
84,24,279
84,25,270
84,26,261
84,27,251
84,28,241
84,29,236
84,30,227
84,31,218
84,32,207
84,33,200
84,34,193
84,35,186
84,36,176
84,37,163
84,38,156
84,39,143
84,40,135
84,41,121
84,42,116
84,43,108
84,44,104
84,45,99
84,46,94
84,47,94
84,48,88
84,49,85
84,50,80
84,51,74
84,52,71
84,53,70
84,54,66
84,55,63
84,56,61
84,57,59
84,58,53
84,59,52
84,60,47
84,61,44
84,62,43
84,63,43
84,64,39
84,65,37
84,66,36
84,67,33
84,68,31
84,69,31
84,70,30
84,71,29
84,72,28
84,73,27
84,74,27
84,75,25
84,76,24
84,77,22
84,78,19
84,79,19
84,80,17
84,81,17
84,82,16
84,83,15
84,84,14
84,85,14
84,86,14
84,87,13
84,88,12
84,89,12
84,90,12
84,91,12
84,92,12
84,93,12
84,94,12
84,95,11
84,96,11
84,97,10
84,98,9
84,99,8
84,100,8
84,101,8
84,102,7
84,103,7
84,104,7
84,105,7
84,106,7
84,107,7
84,108,7
84,109,7
84,110,5
84,111,5
84,112,5
84,113,5
84,114,5
84,115,5
84,116,5
84,117,3
84,118,3
84,119,3
84,120,3
84,121,3
84,122,3
84,123,2
84,124,2
84,125,2
84,126,1
84,127,1
84,128,1
84,129,1
84,130,1
84,131,1
84,132,1
84,133,1
84,134,1
84,135,1
84,136,1
84,137,1
84,138,1
84,139,1
84,140,1
84,141,1
84,142,1
84,143,1
84,144,1
84,145,1
84,146,1
84,147,1
