run,tempo,presas
2,0,800
2,1,760
2,2,724
2,3,692
2,4,672
2,5,654
2,6,627
2,7,601
2,8,582
2,9,556
2,10,526
2,11,506
2,12,480
2,13,461
2,14,442
2,15,426
2,16,406
2,17,390
2,18,377
2,19,366
2,20,354
2,21,340
2,22,327
2,23,321
2,24,307
2,25,293
2,26,282
2,27,269
2,28,257
2,29,248
2,30,236
2,31,224
2,32,213
2,33,204
2,34,191
2,35,185
2,36,180
2,37,173
2,38,162
2,39,157
2,40,151
2,41,145
2,42,135
2,43,130
2,44,127
2,45,118
2,46,115
2,47,111
2,48,105
2,49,98
2,50,93
2,51,92
2,52,86
2,53,84
2,54,82
2,55,78
2,56,73
2,57,67
2,58,65
2,59,62
2,60,61
2,61,60
2,62,56
2,63,53
2,64,49
2,65,47
2,66,44
2,67,40
2,68,38
2,69,35
2,70,32
2,71,30
2,72,29
2,73,29
2,74,25
2,75,22
2,76,22
2,77,20
2,78,20
2,79,19
2,80,19
2,81,18
2,82,18
2,83,18
2,84,18
2,85,18
2,86,16
2,87,15
2,88,14
2,89,12
2,90,12
2,91,11
2,92,11
2,93,11
2,94,10
2,95,9
2,96,8
2,97,8
2,98,8
2,99,8
2,100,8
2,101,7
2,102,7
2,103,7
2,104,6
2,105,5
2,106,4
2,107,4
2,108,4
2,109,4
2,110,4
2,111,4
2,112,4
2,113,4
2,114,4
2,115,4
2,116,4
2,117,4
2,118,4
2,119,4
2,120,4
2,121,4
2,122,4
2,123,4
2,124,4
2,125,3
2,126,3
2,127,3
2,128,3
2,129,3
2,130,3
2,131,3
2,132,3
2,133,3
2,134,3
2,135,3
2,136,3
2,137,2
2,138,2
2,139,2
2,140,2
2,141,1
2,142,1
2,143,1
2,144,1
2,145,1
2,146,1
2,147,1
2,148,1
2,149,1
2,150,1
2,151,1
2,152,1
2,153,1
2,154,1
2,155,1
2,156,1
2,157,1
2,158,1
2,159,1
2,160,1
2,161,1
2,162,1
2,163,1
2,164,1
2,165,1
2,166,1
2,167,1
2,168,1
2,169,1
2,170,1
2,171,1
2,172,1
2,173,1
2,174,1
2,175,1
2,176,1
2,177,1
2,178,1
2,179,1
2,180,1
2,181,1
2,182,1
2,183,1
2,184,1
2,185,1
2,186,1
2,187,1
2,188,1
2,189,1
2,190,1
2,191,1
2,192,1
2,193,1
2,194,1
2,195,1
2,196,1
