run,steps,seed
1,2,2637224507
4,3,2637224510
2,6,2637224508
5,7,2637224511
3,8,2637224509
6,8,2637224512
8,7,2637224514
9,7,2637224515
7,9,2637224513
13,4,2637224519
12,6,2637224518
14,1,2637224520
16,5,2637224522
11,13,2637224517
15,8,2637224521
18,4,2637224524
10,19,2637224516
17,5,2637224523
21,2,2637224527
23,2,2637224529
20,5,2637224526
19,6,2637224525
22,7,2637224528
27,3,2637224533
26,5,2637224532
25,8,2637224531
24,8,2637224530
28,1,2637224534
29,4,2637224535
31,4,2637224537
33,2,2637224539
30,6,2637224536
32,9,2637224538
37,1,2637224543
35,6,2637224541
36,6,2637224542
38,3,2637224544
34,8,2637224540
40,6,2637224546
43,1,2637224549
41,8,2637224547
45,1,2637224551
42,9,2637224548
39,12,2637224545
44,6,2637224550
46,6,2637224552
47,5,2637224553
48,6,2637224554
49,5,2637224555
51,6,2637224557
54,1,2637224560
52,4,2637224558
55,1,2637224561
53,5,2637224559
56,3,2637224562
50,10,2637224556
57,4,2637224563
60,1,2637224566
58,4,2637224564
61,3,2637224567
59,5,2637224565
63,2,2637224569
65,6,2637224571
64,6,2637224570
62,9,2637224568
67,3,2637224573
66,7,2637224572
70,1,2637224576
68,8,2637224574
69,7,2637224575
71,7,2637224577
73,5,2637224579
74,6,2637224580
72,10,2637224578
75,7,2637224581
79,3,2637224585
78,6,2637224584
81,1,2637224587
77,9,2637224583
80,4,2637224586
83,1,2637224589
85,1,2637224591
84,5,2637224590
82,7,2637224588
86,4,2637224592
87,3,2637224593
89,3,2637224595
88,3,2637224594
92,3,2637224598
90,6,2637224596
91,5,2637224597
93,3,2637224599
76,25,2637224582
97,1,2637224603
94,5,2637224600
96,4,2637224602
95,8,2637224601
99,3,2637224605
101,5,2637224607
98,9,2637224604
100,8,2637224606
102,6,2637224608
106,1,2637224612
103,5,2637224609
107,5,2637224613
108,3,2637224614
109,1,2637224615
104,14,2637224610
105,9,2637224611
113,3,2637224619
111,6,2637224617
110,7,2637224616
115,5,2637224621
112,10,2637224618
116,5,2637224622
114,7,2637224620
119,6,2637224625
120,5,2637224626
118,6,2637224624
123,1,2637224629
121,1,2637224627
122,2,2637224628
117,9,2637224623
124,6,2637224630
128,1,2637224634
127,5,2637224633
126,7,2637224632
125,8,2637224631
130,3,2637224636
129,5,2637224635
134,1,2637224640
132,5,2637224638
135,2,2637224641
131,6,2637224637
133,4,2637224639
138,1,2637224644
139,1,2637224645
136,5,2637224642
142,1,2637224648
137,7,2637224643
141,5,2637224647
140,7,2637224646
144,3,2637224650
143,4,2637224649
146,4,2637224652
147,4,2637224653
145,6,2637224651
148,4,2637224654
152,1,2637224658
150,3,2637224656
151,3,2637224657
154,2,2637224660
149,6,2637224655
156,3,2637224662
158,1,2637224664
157,5,2637224663
155,7,2637224661
153,8,2637224659
160,1,2637224666
162,3,2637224668
159,6,2637224665
164,2,2637224670
161,5,2637224667
163,7,2637224669
166,4,2637224672
167,4,2637224673
169,4,2637224675
170,5,2637224676
165,10,2637224671
168,8,2637224674
171,5,2637224677
175,1,2637224681
176,1,2637224682
172,8,2637224678
178,1,2637224684
173,10,2637224679
177,4,2637224683
179,3,2637224685
180,7,2637224686
182,5,2637224688
184,1,2637224690
185,3,2637224691
183,5,2637224689
174,15,2637224680
181,16,2637224687
186,5,2637224692
187,6,2637224693
188,6,2637224694
189,4,2637224695
190,4,2637224696
192,3,2637224698
191,6,2637224697
196,4,2637224702
194,7,2637224700
193,9,2637224699
199,6,2637224705
195,12,2637224701
198,10,2637224704
197,10,2637224703
202,1,2637224708
200,3,2637224706
201,3,2637224707
203,3,2637224709
206,4,2637224712
205,5,2637224711
204,9,2637224710
208,6,2637224714
209,5,2637224715
212,3,2637224718
207,11,2637224713
213,6,2637224719
211,9,2637224717
215,1,2637224721
210,15,2637224716
214,9,2637224720
218,1,2637224724
216,5,2637224722
220,1,2637224726
217,5,2637224723
221,1,2637224727
219,6,2637224725
222,4,2637224728
224,4,2637224730
225,1,2637224731
223,6,2637224729
229,1,2637224735
226,4,2637224732
230,1,2637224736
227,5,2637224733
231,2,2637224737
228,7,2637224734
234,1,2637224740
235,1,2637224741
232,3,2637224738
237,1,2637224743
239,1,2637224745
233,6,2637224739
236,5,2637224742
238,5,2637224744
242,1,2637224748
240,4,2637224746
244,4,2637224750
246,2,2637224752
247,1,2637224753
243,8,2637224749
245,8,2637224751
241,12,2637224747
248,6,2637224754
251,1,2637224757
249,7,2637224755
250,7,2637224756
255,2,2637224761
253,5,2637224759
252,6,2637224758
258,1,2637224764
259,1,2637224765
260,1,2637224766
256,7,2637224762
257,7,2637224763
262,2,2637224768
263,1,2637224769
264,1,2637224770
254,12,2637224760
267,1,2637224773
261,7,2637224767
269,1,2637224775
265,5,2637224771
270,3,2637224776
266,7,2637224772
268,5,2637224774
273,1,2637224779
275,1,2637224781
272,5,2637224778
276,3,2637224782
274,5,2637224780
278,1,2637224784
279,2,2637224785
271,11,2637224777
280,4,2637224786
281,4,2637224787
282,6,2637224788
283,6,2637224789
277,12,2637224783
286,7,2637224792
285,10,2637224791
284,12,2637224790
290,4,2637224796
289,6,2637224795
287,15,2637224793
291,5,2637224797
288,10,2637224794
295,1,2637224801
293,3,2637224799
294,3,2637224800
298,1,2637224804
292,9,2637224798
296,5,2637224802
297,4,2637224803
300,4,2637224806
299,7,2637224805
301,4,2637224807
305,1,2637224811
302,4,2637224808
307,1,2637224813
308,1,2637224814
306,3,2637224812
309,1,2637224815
304,6,2637224810
311,3,2637224817
303,8,2637224809
313,1,2637224819
312,6,2637224818
314,4,2637224820
315,6,2637224821
316,4,2637224822
310,13,2637224816
320,1,2637224826
318,4,2637224824
317,6,2637224823
321,1,2637224827
322,1,2637224828
324,1,2637224830
323,3,2637224829
326,1,2637224832
319,5,2637224825
327,1,2637224833
325,4,2637224831
331,1,2637224837
328,4,2637224834
333,2,2637224839
330,6,2637224836
329,8,2637224835
334,3,2637224840
332,7,2637224838
336,1,2637224842
335,5,2637224841
340,1,2637224846
338,6,2637224844
341,3,2637224847
337,8,2637224843
342,5,2637224848
344,2,2637224850
339,12,2637224845
345,5,2637224851
346,4,2637224852
343,9,2637224849
349,3,2637224855
348,4,2637224854
351,1,2637224857
347,7,2637224853
352,1,2637224858
353,1,2637224859
354,2,2637224860
356,1,2637224862
355,2,2637224861
350,5,2637224856
357,1,2637224863
359,1,2637224865
360,1,2637224866
358,4,2637224864
361,3,2637224867
362,5,2637224868
363,6,2637224869
366,3,2637224872
367,3,2637224873
365,8,2637224871
364,9,2637224870
368,5,2637224874
371,4,2637224877
