run,tempo,presas
95,0,800
95,1,766
95,2,729
95,3,700
95,4,668
95,5,636
95,6,606
95,7,582
95,8,555
95,9,527
95,10,510
95,11,481
95,12,454
95,13,434
95,14,407
95,15,394
95,16,377
95,17,366
95,18,349
95,19,336
95,20,315
95,21,300
95,22,285
95,23,274
95,24,263
95,25,252
95,26,238
95,27,225
95,28,210
95,29,199
95,30,192
95,31,185
95,32,179
95,33,171
95,34,166
95,35,160
95,36,154
95,37,145
95,38,135
95,39,121
95,40,117
95,41,112
95,42,105
95,43,97
95,44,93
95,45,89
95,46,85
95,47,82
95,48,78
95,49,76
95,50,72
95,51,68
95,52,66
95,53,63
95,54,59
95,55,55
95,56,52
95,57,52
95,58,51
95,59,49
95,60,47
95,61,46
95,62,44
95,63,42
95,64,41
95,65,41
95,66,39
95,67,37
95,68,34
95,69,31
95,70,30
95,71,29
95,72,28
95,73,26
95,74,23
95,75,23
95,76,22
95,77,20
95,78,20
95,79,20
95,80,20
95,81,20
95,82,20
95,83,20
95,84,17
95,85,17
95,86,16
95,87,16
95,88,16
95,89,16
95,90,16
95,91,15
95,92,15
95,93,15
95,94,15
95,95,15
95,96,15
95,97,14
95,98,13
95,99,12
95,100,11
95,101,11
95,102,11
95,103,11
95,104,11
95,105,11
95,106,10
95,107,10
95,108,10
95,109,9
95,110,9
95,111,9
95,112,9
95,113,9
95,114,9
95,115,9
95,116,9
95,117,9
95,118,9
95,119,9
95,120,9
95,121,9
95,122,9
95,123,8
95,124,8
95,125,8
95,126,8
95,127,7
95,128,7
95,129,7
95,130,7
95,131,7
95,132,7
95,133,6
95,134,6
95,135,5
95,136,3
95,137,3
95,138,3
95,139,3
95,140,3
95,141,3
95,142,3
95,143,2
95,144,2
95,145,2
95,146,2
95,147,2
95,148,2
95,149,2
95,150,2
95,151,1
95,152,1
95,153,1
95,154,1
95,155,1
95,156,1
95,157,1
95,158,1
95,159,1
95,160,1
95,161,1
95,162,1
95,163,1
95,164,1
95,165,1
95,166,1
95,167,1
95,168,1
95,169,1
95,170,1
95,171,1
95,172,1
95,173,1
95,174,1
95,175,1
95,176,1
95,177,1
