run,steps,escapers,seed
2,1,50,3916215647
7,1,50,3916215652
1,1,50,3916215646
8,1,50,3916215653
5,1,50,3916215650
6,1,50,3916215651
12,1,50,3916215657
11,1,50,3916215656
3,1,50,3916215648
4,1,50,3916215649
9,1,50,3916215654
10,1,50,3916215655
14,1,50,3916215659
13,1,50,3916215658
16,1,50,3916215661
15,1,50,3916215660
18,1,50,3916215663
17,1,50,3916215662
19,1,50,3916215664
20,1,50,3916215665
21,1,50,3916215666
22,1,50,3916215667
23,1,50,3916215668
24,1,50,3916215669
25,1,50,3916215670
26,1,50,3916215671
28,1,50,3916215673
29,1,50,3916215674
27,1,50,3916215672
30,1,50,3916215675
31,1,50,3916215676
32,1,50,3916215677
35,1,50,3916215680
36,1,50,3916215681
33,1,50,3916215678
34,1,50,3916215679
39,1,50,3916215684
38,1,50,3916215683
40,1,50,3916215685
42,1,50,3916215687
37,1,50,3916215682
41,1,50,3916215686
44,1,50,3916215689
43,1,50,3916215688
45,1,50,3916215690
46,1,50,3916215691
48,1,50,3916215693
47,1,50,3916215692
50,1,50,3916215695
49,1,50,3916215694
52,1,50,3916215697
51,1,50,3916215696
53,1,50,3916215698
54,1,50,3916215699
56,1,50,3916215701
55,1,50,3916215700
57,1,50,3916215702
59,1,50,3916215704
60,1,50,3916215705
58,1,50,3916215703
62,1,50,3916215707
61,1,50,3916215706
65,1,50,3916215710
66,1,50,3916215711
63,1,50,3916215708
64,1,50,3916215709
68,1,50,3916215713
67,1,50,3916215712
69,1,50,3916215714
72,1,50,3916215717
70,1,50,3916215715
71,1,50,3916215716
76,1,50,3916215721
75,1,50,3916215720
73,1,50,3916215718
74,1,50,3916215719
77,1,50,3916215722
78,1,50,3916215723
80,1,50,3916215725
79,1,50,3916215724
81,1,50,3916215726
83,1,50,3916215728
84,1,50,3916215729
82,1,50,3916215727
85,1,50,3916215730
86,1,50,3916215731
87,1,50,3916215732
88,1,50,3916215733
90,1,50,3916215735
89,1,50,3916215734
91,1,50,3916215736
92,1,50,3916215737
94,1,50,3916215739
95,1,50,3916215740
93,1,50,3916215738
96,1,50,3916215741
97,1,50,3916215742
98,1,50,3916215743
99,1,50,3916215744
100,1,50,3916215745
101,1,50,3916215746
103,1,50,3916215748
102,1,50,3916215747
104,1,50,3916215749
105,1,50,3916215750
107,1,50,3916215752
106,1,50,3916215751
108,1,50,3916215753
109,1,50,3916215754
110,1,50,3916215755
111,1,50,3916215756
112,1,50,3916215757
113,1,50,3916215758
115,1,50,3916215760
114,1,50,3916215759
116,1,50,3916215761
118,1,50,3916215763
120,1,50,3916215765
117,1,50,3916215762
119,1,50,3916215764
121,1,50,3916215766
122,1,50,3916215767
123,1,50,3916215768
124,1,50,3916215769
126,1,50,3916215771
125,1,50,3916215770
127,1,50,3916215772
128,1,50,3916215773
129,1,50,3916215774
130,1,50,3916215775
131,1,50,3916215776
132,1,50,3916215777
133,1,50,3916215778
134,1,50,3916215779
135,1,50,3916215780
136,1,50,3916215781
140,1,50,3916215785
139,1,50,3916215784
141,1,50,3916215786
142,1,50,3916215787
137,1,50,3916215782
138,1,50,3916215783
143,1,50,3916215788
144,1,50,3916215789
145,1,50,3916215790
146,1,50,3916215791
147,1,50,3916215792
148,1,50,3916215793
150,1,50,3916215795
149,1,50,3916215794
151,1,50,3916215796
152,1,50,3916215797
155,1,50,3916215800
156,1,50,3916215801
153,1,50,3916215798
154,1,50,3916215799
157,1,50,3916215802
158,1,50,3916215803
159,1,50,3916215804
160,1,50,3916215805
162,1,50,3916215807
161,1,50,3916215806
163,1,50,3916215808
164,1,50,3916215809
165,1,50,3916215810
166,1,50,3916215811
167,1,50,3916215812
170,1,50,3916215815
169,1,50,3916215814
168,1,50,3916215813
171,1,50,3916215816
172,1,50,3916215817
173,1,50,3916215818
174,1,50,3916215819
175,1,50,3916215820
176,1,50,3916215821
177,1,50,3916215822
178,1,50,3916215823
180,1,50,3916215825
181,1,50,3916215826
179,1,50,3916215824
182,1,50,3916215827
183,1,50,3916215828
184,1,50,3916215829
185,1,50,3916215830
186,1,50,3916215831
187,1,50,3916215832
188,1,50,3916215833
192,1,50,3916215837
189,1,50,3916215834
190,1,50,3916215835
191,1,50,3916215836
195,1,50,3916215840
193,1,50,3916215838
194,1,50,3916215839
196,1,50,3916215841
197,1,50,3916215842
198,1,50,3916215843
199,1,50,3916215844
200,1,50,3916215845
201,1,50,3916215846
202,1,50,3916215847
204,1,50,3916215849
203,1,50,3916215848
205,1,50,3916215850
206,1,50,3916215851
207,1,50,3916215852
208,1,50,3916215853
209,1,50,3916215854
211,1,50,3916215856
210,1,50,3916215855
212,1,50,3916215857
213,1,50,3916215858
214,1,50,3916215859
215,1,50,3916215860
216,1,50,3916215861
217,1,50,3916215862
219,1,50,3916215864
218,1,50,3916215863
220,1,50,3916215865
221,1,50,3916215866
222,1,50,3916215867
223,1,50,3916215868
224,1,50,3916215869
225,1,50,3916215870
226,1,50,3916215871
227,1,50,3916215872
228,1,50,3916215873
229,1,50,3916215874
232,1,50,3916215877
230,1,50,3916215875
231,1,50,3916215876
233,1,50,3916215878
234,1,50,3916215879
235,1,50,3916215880
236,1,50,3916215881
238,1,50,3916215883
240,1,50,3916215885
237,1,50,3916215882
239,1,50,3916215884
241,1,50,3916215886
242,1,50,3916215887
243,1,50,3916215888
244,1,50,3916215889
245,1,50,3916215890
246,1,50,3916215891
247,1,50,3916215892
248,1,50,3916215893
249,1,50,3916215894
250,1,50,3916215895
251,1,50,3916215896
252,1,50,3916215897
253,1,50,3916215898
254,1,50,3916215899
255,1,50,3916215900
256,1,50,3916215901
257,1,50,3916215902
258,1,50,3916215903
259,1,50,3916215904
260,1,50,3916215905
261,1,50,3916215906
262,1,50,3916215907
263,1,50,3916215908
264,1,50,3916215909
265,1,50,3916215910
266,1,50,3916215911
267,1,50,3916215912
268,1,50,3916215913
269,1,50,3916215914
270,1,50,3916215915
271,1,50,3916215916
272,1,50,3916215917
273,1,50,3916215918
274,1,50,3916215919
275,1,50,3916215920
276,1,50,3916215921
277,1,50,3916215922
278,1,50,3916215923
279,1,50,3916215924
280,1,50,3916215925
281,1,50,3916215926
282,1,50,3916215927
283,1,50,3916215928
284,1,50,3916215929
285,1,50,3916215930
286,1,50,3916215931
287,1,50,3916215932
288,1,50,3916215933
289,1,50,3916215934
290,1,50,3916215935
291,1,50,3916215936
292,1,50,3916215937
293,1,50,3916215938
294,1,50,3916215939
296,1,50,3916215941
295,1,50,3916215940
