run,steps,escapers,seed
297,1,50,3916215942
298,1,50,3916215943
299,1,50,3916215944
300,1,50,3916215945
301,1,50,3916215946
302,1,50,3916215947
303,1,50,3916215948
304,1,50,3916215949
305,1,50,3916215950
306,1,50,3916215951
307,1,50,3916215952
308,1,50,3916215953
309,1,50,3916215954
310,1,50,3916215955
311,1,50,3916215956
312,1,50,3916215957
313,1,50,3916215958
314,1,50,3916215959
315,1,50,3916215960
316,1,50,3916215961
317,1,50,3916215962
318,1,50,3916215963
319,1,50,3916215964
320,1,50,3916215965
321,1,50,3916215966
322,1,50,3916215967
323,1,50,3916215968
324,1,50,3916215969
325,1,50,3916215970
326,1,50,3916215971
327,1,50,3916215972
328,1,50,3916215973
329,1,50,3916215974
330,1,50,3916215975
331,1,50,3916215976
332,1,50,3916215977
333,1,50,3916215978
334,1,50,3916215979
335,1,50,3916215980
336,1,50,3916215981
337,1,50,3916215982
338,1,50,3916215983
339,1,50,3916215984
340,1,50,3916215985
342,1,50,3916215987
341,1,50,3916215986
343,1,50,3916215988
344,1,50,3916215989
345,1,50,3916215990
346,1,50,3916215991
347,1,50,3916215992
348,1,50,3916215993
349,1,50,3916215994
350,1,50,3916215995
351,1,50,3916215996
352,1,50,3916215997
353,1,50,3916215998
354,1,50,3916215999
355,1,50,3916216000
356,1,50,3916216001
357,1,50,3916216002
358,1,50,3916216003
359,1,50,3916216004
360,1,50,3916216005
361,1,50,3916216006
362,1,50,3916216007
363,1,50,3916216008
364,1,50,3916216009
365,1,50,3916216010
366,1,50,3916216011
367,1,50,3916216012
368,1,50,3916216013
369,1,50,3916216014
371,1,50,3916216016
372,1,50,3916216017
370,1,50,3916216015
373,1,50,3916216018
374,1,50,3916216019
375,1,50,3916216020
376,1,50,3916216021
377,1,50,3916216022
378,1,50,3916216023
379,1,50,3916216024
380,1,50,3916216025
381,1,50,3916216026
382,1,50,3916216027
383,1,50,3916216028
384,1,50,3916216029
385,1,50,3916216030
386,1,50,3916216031
387,1,50,3916216032
388,1,50,3916216033
389,1,50,3916216034
390,1,50,3916216035
391,1,50,3916216036
392,1,50,3916216037
393,1,50,3916216038
394,1,50,3916216039
396,1,50,3916216041
397,1,50,3916216042
398,1,50,3916216043
399,1,50,3916216044
400,1,50,3916216045
401,1,50,3916216046
402,1,50,3916216047
403,1,50,3916216048
404,1,50,3916216049
405,1,50,3916216050
406,1,50,3916216051
407,1,50,3916216052
395,1,50,3916216040
410,1,50,3916216055
411,1,50,3916216056
409,1,50,3916216054
412,1,50,3916216057
408,1,50,3916216053
413,1,50,3916216058
414,1,50,3916216059
415,1,50,3916216060
416,1,50,3916216061
417,1,50,3916216062
418,1,50,3916216063
419,1,50,3916216064
422,1,50,3916216067
420,1,50,3916216065
421,1,50,3916216066
424,1,50,3916216069
423,1,50,3916216068
426,1,50,3916216071
428,1,50,3916216073
427,1,50,3916216072
429,1,50,3916216074
430,1,50,3916216075
431,1,50,3916216076
432,1,50,3916216077
433,1,50,3916216078
434,1,50,3916216079
425,1,50,3916216070
435,1,50,3916216080
436,1,50,3916216081
437,1,50,3916216082
438,1,50,3916216083
439,1,50,3916216084
441,1,50,3916216086
440,1,50,3916216085
442,1,50,3916216087
443,1,50,3916216088
444,1,50,3916216089
445,1,50,3916216090
446,1,50,3916216091
447,1,50,3916216092
448,1,50,3916216093
449,1,50,3916216094
450,1,50,3916216095
451,1,50,3916216096
452,1,50,3916216097
453,1,50,3916216098
454,1,50,3916216099
455,1,50,3916216100
457,1,50,3916216102
456,1,50,3916216101
458,1,50,3916216103
459,1,50,3916216104
460,1,50,3916216105
461,1,50,3916216106
462,1,50,3916216107
463,1,50,3916216108
464,1,50,3916216109
465,1,50,3916216110
466,1,50,3916216111
467,1,50,3916216112
468,1,50,3916216113
469,1,50,3916216114
470,1,50,3916216115
471,1,50,3916216116
472,1,50,3916216117
474,1,50,3916216119
473,1,50,3916216118
475,1,50,3916216120
476,1,50,3916216121
477,1,50,3916216122
478,1,50,3916216123
479,1,50,3916216124
480,1,50,3916216125
481,1,50,3916216126
482,1,50,3916216127
483,1,50,3916216128
484,1,50,3916216129
486,1,50,3916216131
485,1,50,3916216130
487,1,50,3916216132
488,1,50,3916216133
489,1,50,3916216134
490,1,50,3916216135
491,1,50,3916216136
493,1,50,3916216138
492,1,50,3916216137
494,1,50,3916216139
495,1,50,3916216140
496,1,50,3916216141
497,1,50,3916216142
498,1,50,3916216143
499,1,50,3916216144
500,1,50,3916216145
501,1,50,3916216146
502,1,50,3916216147
503,1,50,3916216148
506,1,50,3916216151
507,1,50,3916216152
505,1,50,3916216150
504,1,50,3916216149
508,1,50,3916216153
509,1,50,3916216154
510,1,50,3916216155
511,1,50,3916216156
512,1,50,3916216157
513,1,50,3916216158
514,1,50,3916216159
515,1,50,3916216160
516,1,50,3916216161
517,1,50,3916216162
519,1,50,3916216164
518,1,50,3916216163
520,1,50,3916216165
521,1,50,3916216166
522,1,50,3916216167
523,1,50,3916216168
524,1,50,3916216169
525,1,50,3916216170
526,1,50,3916216171
527,1,50,3916216172
528,1,50,3916216173
529,1,50,3916216174
532,1,50,3916216177
531,1,50,3916216176
530,1,50,3916216175
533,1,50,3916216178
534,1,50,3916216179
536,1,50,3916216181
535,1,50,3916216180
537,1,50,3916216182
538,1,50,3916216183
539,1,50,3916216184
540,1,50,3916216185
541,1,50,3916216186
542,1,50,3916216187
543,1,50,3916216188
544,1,50,3916216189
545,1,50,3916216190
546,1,50,3916216191
547,1,50,3916216192
548,1,50,3916216193
549,1,50,3916216194
550,1,50,3916216195
551,1,50,3916216196
552,1,50,3916216197
553,1,50,3916216198
554,1,50,3916216199
555,1,50,3916216200
556,1,50,3916216201
557,1,50,3916216202
558,1,50,3916216203
559,1,50,3916216204
560,1,50,3916216205
561,1,50,3916216206
562,1,50,3916216207
563,1,50,3916216208
564,1,50,3916216209
565,1,50,3916216210
566,1,50,3916216211
567,1,50,3916216212
568,1,50,3916216213
569,1,50,3916216214
570,1,50,3916216215
571,1,50,3916216216
572,1,50,3916216217
573,1,50,3916216218
574,1,50,3916216219
575,1,50,3916216220
576,1,50,3916216221
577,1,50,3916216222
578,1,50,3916216223
579,1,50,3916216224
581,1,50,3916216226
580,1,50,3916216225
582,1,50,3916216227
583,1,50,3916216228
584,1,50,3916216229
585,1,50,3916216230
586,1,50,3916216231
587,1,50,3916216232
588,1,50,3916216233
589,1,50,3916216234
590,1,50,3916216235
591,1,50,3916216236
593,1,50,3916216238
592,1,50,3916216237
594,1,50,3916216239
595,1,50,3916216240
596,1,50,3916216241
599,1,50,3916216244
597,1,50,3916216242
600,1,50,3916216245
601,1,50,3916216246
598,1,50,3916216243
602,1,50,3916216247
603,1,50,3916216248
605,1,50,3916216250
604,1,50,3916216249
606,1,50,3916216251
607,1,50,3916216252
608,1,50,3916216253
609,1,50,3916216254
610,1,50,3916216255
611,1,50,3916216256
612,1,50,3916216257
613,1,50,3916216258
614,1,50,3916216259
615,1,50,3916216260
616,1,50,3916216261
617,1,50,3916216262
618,1,50,3916216263
619,1,50,3916216264
620,1,50,3916216265
621,1,50,3916216266
622,1,50,3916216267
623,1,50,3916216268
624,1,50,3916216269
625,1,50,3916216270
626,1,50,3916216271
627,1,50,3916216272
628,1,50,3916216273
629,1,50,3916216274
630,1,50,3916216275
631,1,50,3916216276
632,1,50,3916216277
633,1,50,3916216278
634,1,50,3916216279
635,1,50,3916216280
636,1,50,3916216281
637,1,50,3916216282
638,1,50,3916216283
639,1,50,3916216284
641,1,50,3916216286
640,1,50,3916216285
642,1,50,3916216287
643,1,50,3916216288
644,1,50,3916216289
645,1,50,3916216290
648,1,50,3916216293
646,1,50,3916216291
647,1,50,3916216292
649,1,50,3916216294
650,1,50,3916216295
651,1,50,3916216296
653,1,50,3916216298
652,1,50,3916216297
654,1,50,3916216299
655,1,50,3916216300
656,1,50,3916216301
657,1,50,3916216302
659,1,50,3916216304
658,1,50,3916216303
660,1,50,3916216305
661,1,50,3916216306
662,1,50,3916216307
663,1,50,3916216308
664,1,50,3916216309
665,1,50,3916216310
666,1,50,3916216311
667,1,50,3916216312
668,1,50,3916216313
669,1,50,3916216314
670,1,50,3916216315
671,1,50,3916216316
672,1,50,3916216317
673,1,50,3916216318
674,1,50,3916216319
675,1,50,3916216320
676,1,50,3916216321
677,1,50,3916216322
678,1,50,3916216323
679,1,50,3916216324
680,1,50,3916216325
681,1,50,3916216326
682,1,50,3916216327
683,1,50,3916216328
684,1,50,3916216329
685,1,50,3916216330
686,1,50,3916216331
687,1,50,3916216332
688,1,50,3916216333
689,1,50,3916216334
690,1,50,3916216335
691,1,50,3916216336
692,1,50,3916216337
693,1,50,3916216338
694,1,50,3916216339
695,1,50,3916216340
696,1,50,3916216341
697,1,50,3916216342
698,1,50,3916216343
699,1,50,3916216344
700,1,50,3916216345
701,1,50,3916216346
702,1,50,3916216347
703,1,50,3916216348
704,1,50,3916216349
705,1,50,3916216350
706,1,50,3916216351
707,1,50,3916216352
708,1,50,3916216353
709,1,50,3916216354
710,1,50,3916216355
711,1,50,3916216356
712,1,50,3916216357
713,1,50,3916216358
714,1,50,3916216359
715,1,50,3916216360
716,1,50,3916216361
717,1,50,3916216362
718,1,50,3916216363
719,1,50,3916216364
720,1,50,3916216365
721,1,50,3916216366
722,1,50,3916216367
723,1,50,3916216368
724,1,50,3916216369
725,1,50,3916216370
726,1,50,3916216371
727,1,50,3916216372
728,1,50,3916216373
729,1,50,3916216374
730,1,50,3916216375
731,1,50,3916216376
732,1,50,3916216377
733,1,50,3916216378
734,1,50,3916216379
735,1,50,3916216380
736,1,50,3916216381
737,1,50,3916216382
738,1,50,3916216383
739,1,50,3916216384
740,1,50,3916216385
741,1,50,3916216386
742,1,50,3916216387
743,1,50,3916216388
744,1,50,3916216389
745,1,50,3916216390
746,1,50,3916216391
747,1,50,3916216392
748,1,50,3916216393
749,1,50,3916216394
750,1,50,3916216395
751,1,50,3916216396
752,1,50,3916216397
753,1,50,3916216398
754,1,50,3916216399
755,1,50,3916216400
756,1,50,3916216401
757,1,50,3916216402
758,1,50,3916216403
759,1,50,3916216404
761,1,50,3916216406
760,1,50,3916216405
762,1,50,3916216407
763,1,50,3916216408
764,1,50,3916216409
765,1,50,3916216410
766,1,50,3916216411
767,1,50,3916216412
769,1,50,3916216414
768,1,50,3916216413
770,1,50,3916216415
771,1,50,3916216416
772,1,50,3916216417
773,1,50,3916216418
774,1,50,3916216419
775,1,50,3916216420
776,1,50,3916216421
777,1,50,3916216422
779,1,50,3916216424
778,1,50,3916216423
780,1,50,3916216425
781,1,50,3916216426
782,1,50,3916216427
783,1,50,3916216428
784,1,50,3916216429
785,1,50,3916216430
786,1,50,3916216431
787,1,50,3916216432
788,1,50,3916216433
789,1,50,3916216434
790,1,50,3916216435
794,1,50,3916216439
792,1,50,3916216437
795,1,50,3916216440
793,1,50,3916216438
796,1,50,3916216441
797,1,50,3916216442
791,1,50,3916216436
800,1,50,3916216445
798,1,50,3916216443
801,1,50,3916216446
802,1,50,3916216447
803,1,50,3916216448
804,1,50,3916216449
805,1,50,3916216450
806,1,50,3916216451
807,1,50,3916216452
808,1,50,3916216453
809,1,50,3916216454
810,1,50,3916216455
799,1,50,3916216444
811,1,50,3916216456
812,1,50,3916216457
813,1,50,3916216458
814,1,50,3916216459
815,1,50,3916216460
816,1,50,3916216461
818,1,50,3916216463
817,1,50,3916216462
819,1,50,3916216464
820,1,50,3916216465
821,1,50,3916216466
822,1,50,3916216467
823,1,50,3916216468
824,1,50,3916216469
827,1,50,3916216472
828,1,50,3916216473
832,1,50,3916216477
831,1,50,3916216476
833,1,50,3916216478
826,1,50,3916216471
825,1,50,3916216470
835,1,50,3916216480
829,1,50,3916216474
834,1,50,3916216479
830,1,50,3916216475
838,1,50,3916216483
837,1,50,3916216482
842,1,50,3916216487
839,1,50,3916216484
840,1,50,3916216485
836,1,50,3916216481
845,1,50,3916216490
844,1,50,3916216489
846,1,50,3916216491
843,1,50,3916216488
841,1,50,3916216486
847,1,50,3916216492
856,1,50,3916216501
855,1,50,3916216500
850,1,50,3916216495
848,1,50,3916216493
849,1,50,3916216494
851,1,50,3916216496
853,1,50,3916216498
854,1,50,3916216499
857,1,50,3916216502
858,1,50,3916216503
859,1,50,3916216504
860,1,50,3916216505
861,1,50,3916216506
863,1,50,3916216508
867,1,50,3916216512
862,1,50,3916216507
864,1,50,3916216509
865,1,50,3916216510
869,1,50,3916216514
866,1,50,3916216511
870,1,50,3916216515
868,1,50,3916216513
852,1,50,3916216497
872,1,50,3916216517
871,1,50,3916216516
875,1,50,3916216520
876,1,50,3916216521
879,1,50,3916216524
881,1,50,3916216526
878,1,50,3916216523
880,1,50,3916216525
882,1,50,3916216527
883,1,50,3916216528
888,1,50,3916216533
887,1,50,3916216532
877,1,50,3916216522
885,1,50,3916216530
889,1,50,3916216534
890,1,50,3916216535
884,1,50,3916216529
886,1,50,3916216531
892,1,50,3916216537
874,1,50,3916216519
891,1,50,3916216536
893,1,50,3916216538
895,1,50,3916216540
894,1,50,3916216539
897,1,50,3916216542
899,1,50,3916216544
898,1,50,3916216543
896,1,50,3916216541
900,1,50,3916216545
901,1,50,3916216546
903,1,50,3916216548
904,1,50,3916216549
902,1,50,3916216547
906,1,50,3916216551
905,1,50,3916216550
907,1,50,3916216552
908,1,50,3916216553
909,1,50,3916216554
910,1,50,3916216555
911,1,50,3916216556
912,1,50,3916216557
914,1,50,3916216559
913,1,50,3916216558
915,1,50,3916216560
917,1,50,3916216562
919,1,50,3916216564
918,1,50,3916216563
916,1,50,3916216561
920,1,50,3916216565
921,1,50,3916216566
923,1,50,3916216568
925,1,50,3916216570
924,1,50,3916216569
926,1,50,3916216571
928,1,50,3916216573
927,1,50,3916216572
931,1,50,3916216576
929,1,50,3916216574
930,1,50,3916216575
932,1,50,3916216577
933,1,50,3916216578
935,1,50,3916216580
922,1,50,3916216567
934,1,50,3916216579
937,1,50,3916216582
936,1,50,3916216581
938,1,50,3916216583
939,1,50,3916216584
940,1,50,3916216585
941,1,50,3916216586
942,1,50,3916216587
943,1,50,3916216588
944,1,50,3916216589
945,1,50,3916216590
947,1,50,3916216592
948,1,50,3916216593
949,1,50,3916216594
950,1,50,3916216595
951,1,50,3916216596
952,1,50,3916216597
873,1,50,3916216518
953,1,50,3916216598
954,1,50,3916216599
955,1,50,3916216600
956,1,50,3916216601
957,1,50,3916216602
958,1,50,3916216603
959,1,50,3916216604
960,1,50,3916216605
961,1,50,3916216606
962,1,50,3916216607
963,1,50,3916216608
965,1,50,3916216610
964,1,50,3916216609
966,1,50,3916216611
967,1,50,3916216612
968,1,50,3916216613
969,1,50,3916216614
970,1,50,3916216615
971,1,50,3916216616
972,1,50,3916216617
973,1,50,3916216618
974,1,50,3916216619
975,1,50,3916216620
977,1,50,3916216622
976,1,50,3916216621
978,1,50,3916216623
979,1,50,3916216624
980,1,50,3916216625
981,1,50,3916216626
982,1,50,3916216627
983,1,50,3916216628
984,1,50,3916216629
985,1,50,3916216630
986,1,50,3916216631
987,1,50,3916216632
989,1,50,3916216634
988,1,50,3916216633
990,1,50,3916216635
991,1,50,3916216636
992,1,50,3916216637
993,1,50,3916216638
994,1,50,3916216639
995,1,50,3916216640
996,1,50,3916216641
997,1,50,3916216642
998,1,50,3916216643
999,1,50,3916216644
1000,1,50,3916216645
946,1,50,3916216591
