run,tempo,presas
57,0,800
57,1,765
57,2,739
57,3,702
57,4,664
57,5,632
57,6,605
57,7,582
57,8,560
57,9,534
57,10,513
57,11,489
57,12,463
57,13,448
57,14,428
57,15,413
57,16,391
57,17,373
57,18,356
57,19,338
57,20,328
57,21,312
57,22,300
57,23,283
57,24,273
57,25,263
57,26,250
57,27,240
57,28,226
57,29,213
57,30,204
57,31,192
57,32,184
57,33,174
57,34,167
57,35,161
57,36,152
57,37,149
57,38,139
57,39,134
57,40,127
57,41,121
57,42,118
57,43,116
57,44,113
57,45,110
57,46,105
57,47,100
57,48,95
57,49,91
57,50,87
57,51,83
57,52,81
57,53,75
57,54,74
57,55,72
57,56,70
57,57,67
57,58,65
57,59,61
57,60,60
57,61,56
57,62,55
57,63,51
57,64,48
57,65,47
57,66,45
57,67,44
57,68,43
57,69,43
57,70,40
57,71,37
57,72,35
57,73,35
57,74,31
57,75,28
57,76,28
57,77,27
57,78,25
57,79,25
57,80,23
57,81,23
57,82,21
57,83,18
57,84,17
57,85,15
57,86,15
57,87,15
57,88,14
57,89,14
57,90,14
57,91,14
57,92,14
57,93,13
57,94,11
57,95,11
57,96,10
57,97,10
57,98,10
57,99,10
57,100,10
57,101,10
57,102,10
57,103,10
57,104,9
57,105,9
57,106,9
57,107,9
57,108,7
57,109,6
57,110,5
57,111,5
57,112,5
57,113,4
57,114,4
57,115,4
57,116,4
57,117,3
57,118,3
57,119,3
57,120,3
57,121,3
57,122,3
57,123,3
57,124,3
57,125,3
57,126,2
57,127,2
57,128,2
57,129,2
57,130,2
57,131,2
57,132,2
57,133,2
57,134,2
57,135,2
57,136,2
57,137,2
57,138,2
57,139,2
57,140,2
57,141,2
57,142,2
57,143,2
57,144,2
57,145,2
57,146,2
57,147,2
57,148,2
57,149,2
57,150,2
57,151,2
57,152,1
57,153,1
57,154,1
57,155,1
57,156,1
57,157,1
57,158,1
57,159,1
