run,steps,seed
10,3,919974234
8,3,919974232
9,4,919974233
7,5,919974231
1,5,919974225
11,5,919974235
6,5,919974230
2,5,919974226
18,1,919974242
12,7,919974236
13,6,919974237
20,3,919974244
14,6,919974238
4,8,919974228
19,4,919974243
23,1,919974247
15,6,919974239
16,5,919974240
17,6,919974241
21,5,919974245
24,4,919974248
5,11,919974229
25,5,919974249
3,13,919974227
29,5,919974253
26,6,919974250
31,5,919974255
33,3,919974257
35,3,919974259
32,5,919974256
22,10,919974246
30,7,919974254
38,2,919974262
27,8,919974251
36,5,919974260
34,6,919974258
47,1,919974271
42,4,919974266
48,1,919974272
41,5,919974265
44,4,919974268
46,5,919974270
40,7,919974264
43,6,919974267
45,7,919974269
53,4,919974277
56,3,919974280
55,3,919974279
37,11,919974261
49,7,919974273
39,11,919974263
52,7,919974276
54,6,919974278
61,2,919974285
57,5,919974281
62,2,919974286
66,2,919974290
28,19,919974252
51,10,919974275
59,8,919974283
60,8,919974284
71,2,919974295
69,4,919974293
63,8,919974287
74,3,919974298
68,8,919974292
58,12,919974282
65,9,919974289
70,6,919974294
76,3,919974300
67,10,919974291
82,1,919974306
78,3,919974302
75,5,919974299
73,9,919974297
77,6,919974301
83,6,919974307
79,7,919974303
72,9,919974296
80,8,919974304
84,4,919974308
81,9,919974305
64,15,919974288
88,5,919974312
89,4,919974313
85,8,919974309
92,3,919974316
87,7,919974311
93,3,919974317
96,2,919974320
98,4,919974322
99,4,919974323
95,6,919974319
97,6,919974321
86,13,919974310
91,8,919974315
90,9,919974314
100,7,919974324
101,7,919974325
105,4,919974329
110,2,919974334
103,6,919974327
108,4,919974332
111,2,919974335
107,4,919974331
94,12,919974318
112,2,919974336
109,5,919974333
106,5,919974330
117,2,919974341
115,3,919974339
120,2,919974344
121,1,919974345
104,9,919974328
116,4,919974340
113,5,919974337
102,13,919974326
114,6,919974338
125,4,919974349
119,6,919974343
123,6,919974347
127,6,919974351
128,6,919974352
126,7,919974350
130,6,919974354
132,5,919974356
50,39,919974274
118,11,919974342
134,3,919974358
131,7,919974355
129,8,919974353
122,10,919974346
133,6,919974357
145,1,919974369
136,6,919974360
140,4,919974364
141,5,919974365
137,7,919974361
144,4,919974368
135,7,919974359
142,5,919974366
149,2,919974373
139,7,919974363
147,5,919974371
143,8,919974367
152,5,919974376
151,6,919974375
138,11,919974362
155,4,919974379
150,7,919974374
146,10,919974370
163,1,919974387
154,7,919974378
158,4,919974382
156,6,919974380
148,11,919974372
153,9,919974377
161,4,919974385
165,2,919974389
164,4,919974388
159,8,919974383
171,2,919974395
157,8,919974381
169,5,919974393
166,5,919974390
172,4,919974396
170,6,919974394
173,4,919974397
176,2,919974400
174,4,919974398
167,8,919974391
175,6,919974399
177,6,919974401
183,4,919974407
178,6,919974402
179,7,919974403
181,6,919974405
187,3,919974411
188,2,919974412
184,4,919974408
