run,steps,seed
10,2,982627243
4,3,982627237
11,4,982627244
2,4,982627235
1,4,982627234
7,4,982627240
5,6,982627238
18,2,982627251
9,8,982627242
20,2,982627253
6,9,982627239
3,9,982627236
14,6,982627247
15,7,982627248
21,4,982627254
17,8,982627250
24,5,982627257
25,5,982627258
26,5,982627259
13,6,982627246
28,5,982627261
8,20,982627241
30,4,982627263
31,4,982627264
27,7,982627260
29,7,982627262
36,4,982627269
16,18,982627249
38,2,982627271
12,10,982627245
34,10,982627267
32,7,982627265
41,5,982627274
22,18,982627255
35,10,982627268
23,22,982627256
43,4,982627276
40,9,982627273
46,5,982627279
44,4,982627277
37,15,982627270
49,2,982627282
48,4,982627281
50,2,982627283
51,1,982627284
33,19,982627266
47,7,982627280
53,4,982627286
45,9,982627278
19,29,982627252
42,12,982627275
52,5,982627285
57,6,982627290
58,4,982627291
56,7,982627289
55,9,982627288
63,4,982627296
60,6,982627293
65,3,982627298
59,7,982627292
54,10,982627287
61,6,982627294
67,4,982627300
64,7,982627297
62,8,982627295
72,4,982627305
73,4,982627306
66,7,982627299
39,24,982627272
74,4,982627307
77,4,982627310
71,6,982627304
69,7,982627302
68,7,982627301
82,2,982627315
81,4,982627314
75,9,982627308
86,2,982627319
83,4,982627316
91,1,982627324
85,4,982627318
78,7,982627311
87,4,982627320
79,6,982627312
76,10,982627309
70,11,982627303
88,5,982627321
89,5,982627322
93,4,982627326
97,3,982627330
96,4,982627329
98,3,982627331
84,11,982627317
92,6,982627325
103,3,982627336
104,3,982627337
101,4,982627334
102,4,982627335
95,9,982627328
105,4,982627338
94,9,982627327
109,2,982627342
99,8,982627332
111,2,982627344
106,6,982627339
110,3,982627343
115,4,982627348
107,7,982627340
108,7,982627341
113,5,982627346
90,17,982627323
116,4,982627349
121,3,982627354
117,7,982627350
112,9,982627345
119,5,982627352
100,16,982627333
127,1,982627360
128,1,982627361
129,2,982627362
125,5,982627358
131,2,982627364
126,5,982627359
123,7,982627356
120,9,982627353
132,2,982627365
124,9,982627357
138,1,982627371
136,3,982627369
134,4,982627367
130,7,982627363
140,2,982627373
137,4,982627370
122,12,982627355
135,7,982627368
142,4,982627375
133,8,982627366
145,4,982627378
139,6,982627372
146,3,982627379
144,5,982627377
148,3,982627381
149,3,982627382
155,1,982627388
147,6,982627380
