run,tempo,presas
91,0,800
91,1,770
91,2,751
91,3,728
91,4,695
91,5,666
91,6,643
91,7,616
91,8,594
91,9,573
91,10,547
91,11,531
91,12,506
91,13,482
91,14,460
91,15,434
91,16,419
91,17,406
91,18,391
91,19,376
91,20,351
91,21,338
91,22,331
91,23,321
91,24,306
91,25,288
91,26,270
91,27,259
91,28,240
91,29,226
91,30,211
91,31,205
91,32,200
91,33,191
91,34,177
91,35,172
91,36,155
91,37,145
91,38,135
91,39,130
91,40,124
91,41,119
91,42,113
91,43,111
91,44,105
91,45,100
91,46,95
91,47,89
91,48,83
91,49,81
91,50,77
91,51,71
91,52,64
91,53,60
91,54,58
91,55,54
91,56,52
91,57,49
91,58,48
91,59,47
91,60,43
91,61,40
91,62,38
91,63,37
91,64,34
91,65,34
91,66,33
91,67,31
91,68,28
91,69,27
91,70,26
91,71,26
91,72,25
91,73,24
91,74,23
91,75,22
91,76,20
91,77,19
91,78,18
91,79,18
91,80,17
91,81,17
91,82,17
91,83,16
91,84,15
91,85,14
91,86,14
91,87,14
91,88,14
91,89,14
91,90,13
91,91,13
91,92,12
91,93,12
91,94,12
91,95,11
91,96,11
91,97,10
91,98,10
91,99,10
91,100,9
91,101,9
91,102,9
91,103,9
91,104,8
91,105,7
91,106,7
91,107,6
91,108,6
91,109,6
91,110,6
91,111,5
91,112,5
91,113,5
91,114,5
91,115,5
91,116,4
91,117,4
91,118,4
91,119,4
91,120,4
91,121,3
91,122,2
91,123,2
91,124,2
91,125,2
91,126,2
91,127,1
91,128,1
91,129,1
