run,tempo,presas
1,0,800
1,1,769
1,2,740
1,3,711
1,4,684
1,5,652
1,6,626
1,7,600
1,8,584
1,9,556
1,10,534
1,11,513
1,12,504
1,13,488
1,14,473
1,15,453
1,16,432
1,17,416
1,18,401
1,19,373
1,20,363
1,21,348
1,22,333
1,23,314
1,24,297
1,25,279
1,26,272
1,27,259
1,28,246
1,29,233
1,30,221
1,31,213
1,32,199
1,33,187
1,34,176
1,35,166
1,36,157
1,37,149
1,38,139
1,39,133
1,40,124
1,41,116
1,42,115
1,43,109
1,44,104
1,45,101
1,46,94
1,47,87
1,48,86
1,49,80
1,50,78
1,51,76
1,52,73
1,53,68
1,54,65
1,55,63
1,56,61
1,57,60
1,58,59
1,59,56
1,60,53
1,61,47
1,62,44
1,63,43
1,64,42
1,65,40
1,66,37
1,67,37
1,68,37
1,69,35
1,70,34
1,71,32
1,72,31
1,73,30
1,74,29
1,75,27
1,76,26
1,77,25
1,78,24
1,79,22
1,80,21
1,81,19
1,82,18
1,83,17
1,84,16
1,85,16
1,86,16
1,87,16
1,88,15
1,89,14
1,90,11
1,91,10
1,92,9
1,93,9
1,94,7
1,95,7
1,96,7
1,97,7
1,98,7
1,99,7
1,100,7
1,101,7
1,102,6
1,103,6
1,104,6
1,105,5
1,106,4
1,107,4
1,108,4
1,109,4
1,110,4
1,111,3
1,112,3
1,113,3
1,114,2
1,115,2
1,116,2
1,117,2
1,118,2
1,119,2
1,120,2
1,121,2
1,122,2
1,123,2
1,124,2
1,125,2
1,126,1
1,127,1
1,128,1
1,129,1
1,130,1
1,131,1
1,132,1
1,133,1
1,134,1
1,135,1
1,136,1
1,137,1
1,138,1
1,139,1
1,140,1
1,141,1
1,142,1
1,143,1
